Team,Record,BRRtg,TeamID,Season
cal st. fullerton,8-20,-0.89,1168,2016
delaware,7-23,-0.89,1174,2016
mass.-lowell,10-18,-0.9,0,2016
utah valley,9-18,-0.93,1430,2016
sacred heart,12-18,-0.93,1357,2016
alabama st.,12-17,-0.95,1106,2016
cleveland st.,7-23,-0.96,1156,2016
loyola maryland,9-21,-0.97,1259,2016
campbell,9-18,-1.01,1144,2016
northern ky.,7-21,-1.02,1297,2016
bethune-cookman,12-18,-1.05,1126,2016
quinnipiac,9-21,-1.05,1346,2016
troy,7-22,-1.07,1407,2016
southern miss.,7-20,-1.1,1379,2016
presbyterian,8-20,-1.1,1342,2016
drake,6-24,-1.1,1179,2016
northern colo.,8-21,-1.13,1294,2016
charleston so.,6-21,-1.15,1149,2016
vmi,6-21,-1.15,1440,2016
stetson,8-22,-1.15,1391,2016
robert morris,10-22,-1.15,1352,2016
fla. atlantic,7-24,-1.17,1194,2016
brown,7-20,-1.18,1135,2016
hartford,9-23,-1.19,1216,2016
siu edwardsville,6-22,-1.19,1188,2016
abilene christian,9-18,-1.22,1101,2016
citadel,7-22,-1.22,1154,2016
howard,10-20,-1.22,1224,2016
s.c. upstate,7-21,-1.22,0,2016
binghamton,8-22,-1.25,1127,2016
marist,7-23,-1.25,1265,2016
n.c. central,10-19,-1.26,1300,2016
longwood,7-23,-1.27,1255,2016
bradley,4-27,-1.27,1133,2016
alabama a&m,10-18,-1.29,1105,2016
maine,8-22,-1.3,1263,2016
md.-east. shore,9-22,-1.32,0,2016
jacksonville st.,6-23,-1.32,1240,2016
niagara,7-25,-1.33,1310,2016
n.c. a&t,10-21,-1.34,1299,2016
southeastern la.,10-21,-1.39,1368,2016
lafayette,6-24,-1.4,1248,2016
nicholls st.,8-23,-1.44,1311,2016
morgan st.,8-22,-1.45,1288,2016
bryant,7-23,-1.47,1136,2016
coppin st.,7-22,-1.49,1164,2016
ark.-pine bluff,8-25,-1.5,1115,2016
umbc,7-25,-1.51,1420,2016
lamar,7-19,-1.52,1249,2016
mcneese st.,7-19,-1.53,1270,2016
prairie view,7-24,-1.56,1341,2016
texas-rio grande valley,5-22,-1.59,1410,2016
new orleans,7-20,-1.6,1309,2016
central ark.,7-21,-1.62,1146,2016
ill.-chicago,3-25,-1.64,1227,2016
mississippi val.,8-27,-1.66,1290,2016
northwestern st.,5-19,-1.7,1322,2016
southern utah,4-24,-1.74,1381,2016
southeast mo. st.,3-24,-1.75,1369,2016
florida a&m,6-21,-1.76,1197,2016
utsa,4-26,-1.77,1427,2016
northern ariz.,3-25,-1.79,1319,2016
delaware st.,5-25,-1.82,1175,2016
grambling,4-24,-2.01,1212,2016
central conn. st.,4-25,-2.01,1148,2016
chicago st.,1-28,-2.23,1152,2016
gonzaga,32-1,2.57,1211,2017
villanova,31-3,2.51,1437,2017
arizona,30-4,2.37,1112,2017
kansas,28-4,2.27,1242,2017
ucla,29-4,2.27,1417,2017
kentucky,29-5,2.21,1246,2017
oregon,28-5,2.07,1332,2017
unc,26-7,2.01,1314,2017
duke,27-8,2,1181,2017
smu,30-4,1.98,1374,2017
saint mary's (ca),28-4,1.92,1388,2017
louisville,24-8,1.91,1257,2017
baylor,24-7,1.89,1124,2017
cincinnati,29-5,1.87,1153,2017
florida state,25-8,1.82,1199,2017
florida,24-8,1.79,1196,2017
notre dame,25-9,1.79,1323,2017
purdue,25-7,1.78,1345,2017
butler,23-8,1.72,1139,2017
wichita state,29-4,1.7,1455,2017
west virginia,26-8,1.67,1452,2017
virginia,22-10,1.66,1438,2017
creighton,24-9,1.63,1166,2017
wisconsin,25-9,1.61,1458,2017
minnesota,24-9,1.59,1278,2017
iowa state,23-10,1.57,1235,2017
maryland,23-8,1.55,1268,2017
michigan,24-11,1.51,1276,2017
arkansas,25-9,1.47,1116,2017
virginia tech,22-10,1.44,1439,2017
usc,24-9,1.44,1425,2017
miami (fl),21-11,1.42,1274,2017
middle tennessee,29-4,1.41,1292,2017
vcu,26-8,1.4,1433,2017
dayton,23-7,1.39,1173,2017
northwestern,23-11,1.36,1321,2017
north carolina-wilmington,27-5,1.36,1423,2017
nevada,28-6,1.36,1305,2017
seton hall,21-11,1.34,1371,2017
south carolina,21-10,1.32,1376,2017
xavier,21-13,1.29,1462,2017
oklahoma state,19-12,1.27,1329,2017
illinois state,26-6,1.26,1229,2017
rhode island,24-9,1.25,1348,2017
vermont,28-5,1.25,1436,2017
wake forest,19-13,1.2,1448,2017
marquette,19-12,1.18,1266,2017
michigan state,19-14,1.16,1277,2017
providence,20-12,1.14,1344,2017
kansas state,20-13,1.11,1243,2017
vanderbilt,19-15,1.1,1435,2017
university of california,21-12,1.08,1143,2017
monmouth,27-6,1.07,1284,2017
new mexico state,25-5,1.04,1308,2017
georgia,18-14,1.04,1208,2017
clemson,17-15,1,1155,2017
etsu,25-7,1,1190,2017
illinois,17-14,0.99,1228,2017
houston,21-10,0.99,1222,2017
ole miss,20-13,0.97,1279,2017
texas christian,18-15,0.96,1395,2017
syracuse,18-14,0.95,1393,2017
indiana,18-15,0.95,1231,2017
princeton,22-6,0.94,1343,2017
iowa,18-14,0.93,1234,2017
college of charleston,24-9,0.92,1158,2017
winthrop,24-6,0.88,1457,2017
byu,22-11,0.88,1140,2017
texas-arlington,23-8,0.88,1426,2017
alabama,19-14,0.87,1104,2017
ucf,21-11,0.85,1416,2017
belmont,21-6,0.85,1125,2017
pitt,16-17,0.84,1338,2017
valparaiso,23-8,0.83,1434,2017
utah,18-11,0.82,1428,2017
akron,25-8,0.8,1103,2017
georgia tech,16-15,0.78,1210,2017
bucknell,26-8,0.78,1137,2017
ohio state,17-15,0.78,1326,2017
tennessee,15-16,0.77,1397,2017
colorado state,21-11,0.76,1161,2017
texas tech,18-14,0.76,1403,2017
richmond,20-12,0.74,1350,2017
texas a&m,16-15,0.73,1401,2017
florida gulf coast,23-7,0.72,1195,2017
colorado,18-14,0.72,1160,2017
boise state,18-11,0.69,1129,2017
north carolina-greensboro,22-9,0.68,1422,2017
auburn,18-14,0.68,1120,2017
penn state,15-18,0.62,1336,2017
st. bonaventure,20-12,0.62,1382,2017
oakland,22-8,0.61,1324,2017
memphis,19-13,0.61,1272,2017
georgetown,14-18,0.6,1207,2017
north carolina-asheville,21-9,0.58,1421,2017
north carolina state,15-17,0.57,1301,2017
george washington,19-14,0.57,1203,2017
davidson,17-15,0.55,1172,2017
george mason,19-13,0.54,1206,2017
fresno state,18-12,0.53,1201,2017
cal state bakersfield,19-9,0.51,1167,2017
san francisco,19-12,0.51,1362,2017
stanford,13-17,0.49,1390,2017
new mexico,17-14,0.48,1307,2017
mississippi state,16-16,0.46,1280,2017
nebraska,11-19,0.46,1304,2017
san diego state,18-14,0.44,1361,2017
northern kentucky,22-10,0.44,1297,2017
arizona state,15-18,0.44,1113,2017
grand canyon,20-9,0.43,1213,2017
st. john's (ny),14-19,0.4,1385,2017
uconn,15-17,0.38,1163,2017
temple,16-16,0.37,1396,2017
iona,22-12,0.37,1233,2017
towson,19-13,0.35,1406,2017
furman,19-11,0.34,1202,2017
louisiana tech,21-10,0.33,1256,2017
rutgers,14-18,0.3,1353,2017
la salle,15-15,0.3,1247,2017
ohio,19-11,0.3,1325,2017
georgia state,18-12,0.3,1209,2017
old dominion,19-12,0.28,1330,2017
oklahoma,11-20,0.28,1328,2017
louisiana-lafayette,19-12,0.28,1418,2017
south dakota,20-11,0.28,1377,2017
texas,11-22,0.27,1400,2017
wright state,18-12,0.25,1460,2017
arkansas state,19-12,0.25,1117,2017
tulsa,15-17,0.24,1409,2017
kent state,21-13,0.24,1245,2017
harvard,16-10,0.23,1217,2017
santa clara,16-16,0.23,1365,2017
north dakota state,17-11,0.23,1295,2017
wyoming,16-14,0.23,1461,2017
chattanooga,17-12,0.22,1151,2017
yale,16-11,0.19,1463,2017
lehigh,19-12,0.18,1250,2017
ball state,20-12,0.17,1123,2017
rice,20-11,0.16,1349,2017
washington state,12-18,0.16,1450,2017
st. peter's,19-13,0.14,1389,2017
marshall,19-15,0.14,1267,2017
albany (ny),20-13,0.14,1107,2017
southern illinois,16-16,0.14,1356,2017
william & mary,15-14,0.13,1456,2017
loyola marymount,14-15,0.12,1258,2017
north dakota,19-9,0.12,1315,2017
texas southern,23-11,0.11,1411,2017
eastern washington,20-11,0.1,1186,2017
loyola (il),16-14,0.1,1260,2017
troy,20-14,0.09,1407,2017
nebraska-omaha,17-14,0.09,1303,2017
northern iowa,13-16,0.08,1320,2017
new hampshire,17-12,0.07,1306,2017
elon,16-14,0.06,1189,2017
umass,15-18,0.06,1269,2017
uc-irvine,19-14,0.05,1414,2017
new orleans,17-11,0.05,1309,2017
ipfw,16-12,0.04,1236,2017
georgia southern,16-14,0.04,1204,2017
ut-martin,19-12,0.04,1404,2017
lsu,10-21,0.03,1261,2017
siena,17-17,0.01,1373,2017
green bay,16-13,0.01,1453,2017
utah state,13-17,0.01,1429,2017
northeastern,15-16,0.01,1318,2017
samford,17-15,0,1359,2017
buffalo,15-15,0,1138,2017
toledo,16-16,-0.02,1405,2017
missouri state,16-16,-0.03,1283,2017
texas state,18-13,-0.03,1402,2017
liberty,16-13,-0.03,1251,2017
stony brook,18-13,-0.03,1392,2017
texas a&m-corpus christi,17-11,-0.05,1394,2017
uc-davis,20-12,-0.06,1413,2017
canisius,18-15,-0.06,1145,2017
evansville,14-17,-0.06,1191,2017
tennessee state,15-13,-0.07,1398,2017
san jose state,12-16,-0.07,1363,2017
western michigan,15-16,-0.07,1444,2017
east carolina,15-18,-0.08,1187,2017
jacksonville state,18-14,-0.08,1240,2017
gardner-webb,16-14,-0.08,1205,2017
umbc,16-12,-0.08,1420,2017
south dakota state,16-16,-0.09,1355,2017
north carolina central,22-8,-0.1,1300,2017
fairfield,16-14,-0.11,1193,2017
lipscomb,17-13,-0.11,1252,2017
boston university,17-14,-0.12,1131,2017
coastal carolina,14-17,-0.12,1157,2017
mount st. mary's,19-15,-0.14,1291,2017
wofford,13-17,-0.14,1459,2017
mercer,13-17,-0.15,1273,2017
boston college,9-23,-0.15,1130,2017
weber state,16-13,-0.16,1451,2017
sam houston state,17-13,-0.17,1358,2017
umkc,14-16,-0.17,1282,2017
rider,18-15,-0.18,1351,2017
alabama-birmingham,16-16,-0.18,1412,2017
st. joseph's,11-20,-0.18,1386,2017
denver,16-14,-0.19,1176,2017
fordham,12-19,-0.19,1200,2017
eastern michigan,12-17,-0.22,1185,2017
hofstra,14-17,-0.23,1220,2017
houston baptist,13-13,-0.24,1223,2017
penn,13-15,-0.25,1335,2017
idaho,16-13,-0.26,1225,2017
washington,9-22,-0.27,1449,2017
san diego,12-18,-0.27,1360,2017
central michigan,14-16,-0.28,1141,2017
depaul,9-23,-0.28,1177,2017
saint louis,12-21,-0.3,1387,2017
liu-brooklyn,19-12,-0.31,1254,2017
stephen f. austin,15-14,-0.31,1372,2017
montana,16-16,-0.32,1285,2017
navy,15-16,-0.33,1298,2017
bradley,12-20,-0.34,1133,2017
morehead state,12-16,-0.35,1287,2017
unlv,11-21,-0.37,1424,2017
utep,14-17,-0.38,1431,2017
holy cross,15-17,-0.39,1221,2017
western kentucky,15-17,-0.39,1443,2017
utah valley,12-16,-0.4,1430,2017
loyola (md),14-16,-0.4,1259,2017
missouri,8-24,-0.41,1281,2017
murray state,14-17,-0.42,1293,2017
indiana state,10-20,-0.43,1232,2017
arkansas-little rock,13-17,-0.45,1114,2017
bowling green state,12-19,-0.45,1132,2017
charlotte,12-17,-0.46,1150,2017
air force,10-21,-0.46,1102,2017
iupui,12-18,-0.46,1237,2017
south alabama,12-18,-0.47,1375,2017
lamar,15-14,-0.48,1249,2017
northern illinois,12-17,-0.48,1296,2017
south carolina upstate,13-15,-0.48,1367,2017
high point,12-16,-0.49,1219,2017
long beach state,13-19,-0.5,1253,2017
radford,12-18,-0.51,1347,2017
cal state fullerton,15-14,-0.52,1168,2017
pacific,10-22,-0.52,1334,2017
uic,13-18,-0.53,1227,2017
wagner,15-14,-0.55,1447,2017
delaware,11-20,-0.55,1174,2017
duquesne,10-22,-0.55,1182,2017
campbell,14-17,-0.56,1144,2017
montana state,14-16,-0.57,1286,2017
eastern illinois,12-15,-0.58,1183,2017
north florida,11-19,-0.61,1316,2017
hawaii,13-16,-0.62,1218,2017
portland,9-22,-0.64,1339,2017
southeast missouri state,13-18,-0.65,1369,2017
southeastern louisiana,14-16,-0.65,1368,2017
youngstown state,11-21,-0.67,1464,2017
robert morris,14-19,-0.67,1352,2017
columbia,10-16,-0.68,1162,2017
pepperdine,8-22,-0.68,1337,2017
alcorn state,15-14,-0.69,1108,2017
saint francis (pa),15-16,-0.69,1384,2017
eastern kentucky,10-19,-0.71,1184,2017
utsa,12-19,-0.72,1427,2017
army,12-19,-0.74,1119,2017
portland state,12-16,-0.75,1340,2017
nicholls state,10-17,-0.75,1311,2017
norfolk state,15-16,-0.76,1313,2017
brown,11-17,-0.76,1135,2017
seattle,10-17,-0.77,1370,2017
jacksonville,13-15,-0.78,1239,2017
james madison,9-23,-0.78,1241,2017
miami (oh),9-21,-0.79,1275,2017
milwaukee,10-24,-0.8,1454,2017
kennesaw state,12-18,-0.8,1244,2017
austin peay,9-19,-0.8,1122,2017
manhattan,10-22,-0.81,1264,2017
quinnipiac,10-21,-0.83,1346,2017
citadel,9-21,-0.83,1154,2017
tennessee tech,10-20,-0.84,1399,2017
abilene christian,9-16,-0.85,1101,2017
cleveland state,8-22,-0.86,1156,2017
cal state northridge,10-18,-0.86,1169,2017
sacramento state,11-18,-0.87,1170,2017
northwestern state,9-16,-0.89,1322,2017
incarnate word,8-17,-0.89,1230,2017
niagara,10-23,-0.89,1310,2017
oral roberts,6-22,-0.89,1331,2017
appalachian state,7-21,-0.9,1111,2017
sacred heart,13-19,-0.91,1357,2017
south florida,7-23,-0.92,1378,2017
charleston southern,9-19,-0.94,1149,2017
hampton,12-16,-0.95,1214,2017
cal poly,9-20,-0.96,1142,2017
florida atlantic,8-20,-0.96,1194,2017
fairleigh dickinson,10-19,-0.97,1192,2017
bryant,11-20,-0.98,1136,2017
western carolina,7-23,-0.98,1441,2017
njit,9-20,-0.99,1312,2017
tulane,6-25,-0.99,1408,2017
drake,6-23,-0.99,1179,2017
umass-lowell,10-20,-0.99,1262,2017
drexel,8-23,-1,1180,2017
detroit,7-23,-1,1178,2017
cornell,7-20,-1.02,1165,2017
marist,8-24,-1.03,1265,2017
northern colorado,9-18,-1.04,1294,2017
savannah state,11-16,-1.04,1366,2017
colgate,9-22,-1.04,1159,2017
morgan state,13-16,-1.05,1288,2017
louisiana-monroe,7-24,-1.06,1419,2017
oregon state,4-27,-1.07,1333,2017
binghamton,9-20,-1.08,1127,2017
dartmouth,7-20,-1.1,1171,2017
southern,13-17,-1.12,1380,2017
central arkansas,8-24,-1.13,1146,2017
lafayette,8-21,-1.15,1248,2017
maryland-eastern shore,12-20,-1.15,1271,2017
grambling,13-17,-1.15,1212,2017
american,8-22,-1.15,1110,2017
western illinois,6-20,-1.15,1442,2017
jackson state,12-17,-1.16,1238,2017
texas-rio grande valley,7-22,-1.18,1410,2017
hartford,9-23,-1.18,1216,2017
prairie view,11-20,-1.2,1341,2017
stetson,8-21,-1.22,1391,2017
southern miss,7-22,-1.26,1379,2017
uc-riverside,6-21,-1.29,1415,2017
south carolina state,9-20,-1.29,1354,2017
northern arizona,8-23,-1.31,1319,2017
ucsb,5-22,-1.31,1364,2017
mcneese state,5-21,-1.33,1270,2017
north texas,6-22,-1.36,1317,2017
southern illinois-edwardsville,5-23,-1.38,1188,2017
virginia military institute,4-24,-1.41,1440,2017
maine,6-25,-1.44,1263,2017
florida international,5-24,-1.49,1198,2017
delaware state,8-22,-1.61,1175,2017
chicago state,3-26,-1.62,1152,2017
central connecticut,6-23,-1.65,1148,2017
howard,8-24,-1.67,1224,2017
coppin state,7-23,-1.68,1164,2017
bethune-cookman,8-22,-1.7,1126,2017
longwood,4-24,-1.7,1255,2017
mississippi valley state,7-25,-1.7,1290,2017
idaho state,4-25,-1.73,1226,2017
alabama state,7-23,-1.75,1106,2017
presbyterian,3-25,-1.8,1342,2017
southern utah,4-27,-1.82,1381,2017
arkansas-pine bluff,6-24,-1.88,1115,2017
st. francis (ny),3-27,-2.12,1383,2017
florida a&m,5-23,-2.13,1197,2017
alabama a&m,2-27,-2.57,1105,2017
north carolina a&t,1-29,-2.7,1299,2017
villanova,36-4,2.59,1437,2018
virginia,31-3,2.51,1438,2018
kansas,31-8,2.18,1242,2018
xavier,29-6,2.12,1462,2018
cincinnati,31-5,2.09,1153,2018
michigan state,30-5,2.07,1277,2018
michigan,32-8,2.03,1276,2018
purdue,30-7,1.99,1345,2018
