Team,Record,BRRtg,TeamID,Season
villanova,18-7,1.45,1437,2021
colgate,14-2,1.44,1159,2021
drake,24-5,1.44,1179,2021
ohio state,21-10,1.44,1326,2021
florida state,18-7,1.38,1199,2021
creighton,22-9,1.35,1166,2021
lsu,19-10,1.34,1261,2021
virginia,18-7,1.3,1438,2021
wichita state,14-6,1.29,1455,2021
st. bonaventure,16-5,1.29,1382,2021
memphis,20-8,1.29,1272,2021
vcu,19-7,1.26,1433,2021
belmont,25-4,1.25,1125,2021
texas tech,18-11,1.25,1403,2021
clemson,16-8,1.24,1155,2021
western kentucky,21-8,1.21,1443,2021
louisiana tech,23-8,1.21,1256,2021
tennessee,18-9,1.21,1397,2021
missouri,16-10,1.2,1281,2021
navy,15-3,1.18,1298,2021
purdue,18-10,1.16,1345,2021
arizona,17-9,1.15,1112,2021
oklahoma,16-11,1.12,1328,2021
ucsb,18-5,1.11,1364,2021
colorado state,19-8,1.1,1161,2021
oregon state,19-13,1.1,1333,2021
syracuse,18-10,1.09,1393,2021
georgia tech,17-9,1.07,1210,2021
uconn,15-8,1.05,1163,2021
unc,18-11,1.01,1314,2021
utah state,19-9,1.01,1429,2021
saint mary's (ca),14-10,1,1388,2021
wisconsin,18-13,1,1458,2021
rutgers,16-12,0.99,1353,2021
virginia tech,15-7,0.99,1439,2021
boise state,18-9,0.98,1129,2021
louisville,13-7,0.98,1257,2021
abilene christian,19-5,0.93,1101,2021
florida,15-10,0.93,1196,2021
alabama-birmingham,20-7,0.91,1412,2021
maryland,16-14,0.88,1268,2021
north texas,17-10,0.87,1317,2021
smu,11-6,0.86,1374,2021
morehead state,21-8,0.86,1287,2021
north carolina-greensboro,21-9,0.84,1422,2021
xavier,13-8,0.84,1462,2021
marshall,15-7,0.82,1267,2021
ohio,16-8,0.79,1325,2021
georgia state,14-6,0.78,1209,2021
saint louis,14-7,0.76,1387,2021
michigan state,15-13,0.76,1277,2021
st. john's (ny),16-11,0.73,1385,2021
toledo,21-9,0.72,1405,2021
missouri state,15-7,0.72,1283,2021
wright state,18-6,0.72,1460,2021
georgetown,13-13,0.7,1207,2021
loyola marymount,13-9,0.7,1258,2021
southern utah,14-4,0.7,1381,2021
ole miss,16-12,0.7,1279,2021
cleveland state,19-8,0.69,1156,2021
liberty,18-6,0.69,1251,2021
mississippi state,18-15,0.67,1280,2021
stanford,14-13,0.67,1390,2021
richmond,13-9,0.63,1350,2021
seton hall,14-13,0.63,1371,2021
old dominion,14-8,0.62,1330,2021
eastern kentucky,20-7,0.62,1184,2021
auburn,13-14,0.6,1120,2021
texas state,17-6,0.59,1402,2021
georgia,13-12,0.57,1208,2021
nevada,15-10,0.57,1305,2021
prairie view,16-5,0.56,1341,2021
siena,12-5,0.56,1373,2021
minnesota,14-15,0.55,1278,2021
dayton,14-10,0.54,1173,2021
washington state,14-13,0.53,1450,2021
cincinnati,12-11,0.52,1153,2021
duke,12-11,0.52,1181,2021
chattanooga,15-8,0.52,1151,2021
santa clara,11-8,0.51,1365,2021
pepperdine,12-12,0.51,1337,2021
north carolina state,14-11,0.51,1301,2021
utah,12-13,0.5,1428,2021
providence,13-13,0.49,1344,2021
south dakota state,15-7,0.49,1355,2021
indiana,12-15,0.49,1231,2021
penn state,11-14,0.48,1336,2021
buffalo,15-9,0.48,1138,2021
wofford,13-9,0.48,1459,2021
ucf,11-12,0.47,1416,2021
kent state,14-8,0.47,1245,2021
iona,12-6,0.46,1233,2021
davidson,12-9,0.45,1172,2021
marquette,13-14,0.44,1266,2021
furman,13-9,0.44,1202,2021
indiana state,14-10,0.44,1232,2021
umbc,14-6,0.43,1420,2021
texas southern,16-9,0.42,1411,2021
eastern washington,15-8,0.41,1186,2021
coastal carolina,14-8,0.41,1157,2021
texas christian,12-14,0.41,1395,2021
mercer,15-11,0.41,1273,2021
norfolk state,15-8,0.4,1313,2021
uc-irvine,13-9,0.39,1414,2021
uc-riverside,12-7,0.38,1415,2021
bryant,14-7,0.38,1136,2021
arizona state,11-14,0.36,1113,2021
akron,13-8,0.36,1103,2021
army,11-9,0.35,1119,2021
jacksonville state,16-9,0.35,1240,2021
weber state,13-6,0.35,1451,2021
pacific,8-9,0.35,1334,2021
stephen f. austin,13-5,0.34,1372,2021
nicholls state,17-7,0.34,1311,2021
george mason,12-9,0.33,1206,2021
louisiana-lafayette,15-9,0.32,1418,2021
wagner,13-7,0.31,1447,2021
james madison,10-7,0.31,1241,2021
sam houston state,15-9,0.29,1358,2021
oral roberts,15-11,0.28,1331,2021
hartford,15-9,0.26,1216,2021
drexel,12-8,0.24,1180,2021
monmouth,12-8,0.24,1284,2021
wyoming,14-11,0.23,1461,2021
vermont,10-5,0.22,1436,2021
kentucky,9-16,0.2,1246,2021
northeastern,10-9,0.19,1318,2021
morgan state,12-7,0.19,1288,2021
hofstra,13-10,0.19,1220,2021
butler,10-15,0.17,1139,2021
etsu,11-12,0.16,1190,2021
tulsa,9-12,0.15,1409,2021
south alabama,13-11,0.14,1375,2021
grand canyon,10-7,0.12,1213,2021
pitt,10-12,0.11,1338,2021
umass,8-7,0.1,1269,2021
appalachian state,13-12,0.08,1111,2021
duquesne,9-9,0.07,1182,2021
utsa,11-11,0.06,1427,2021
notre dame,10-15,0.04,1323,2021
canisius,7-6,0.03,1145,2021
san francisco,11-14,0.03,1362,2021
northwestern,8-15,0.03,1321,2021
jackson state,12-6,0.03,1238,2021
st. peter's,14-11,0.02,1389,2021
mount st. mary's,12-11,0,1291,2021
tulane,10-13,-0.01,1408,2021
marist,12-9,-0.01,1265,2021
bowling green state,13-12,-0.01,1132,2021
lafayette,9-6,-0.02,1248,2021
texas a&m,7-10,-0.03,1401,2021
rice,12-13,-0.03,1349,2021
south florida,8-13,-0.04,1378,2021
northern kentucky,14-11,-0.04,1297,2021
uc-davis,8-7,-0.05,1413,2021
campbell,15-10,-0.08,1144,2021
fresno state,10-12,-0.09,1201,2021
north dakota state,15-12,-0.09,1295,2021
detroit,12-10,-0.1,1178,2021
virginia military institute,10-12,-0.1,1440,2021
kansas state,9-19,-0.11,1243,2021
miami (fl),10-17,-0.11,1274,2021
east carolina,7-11,-0.11,1187,2021
cal state bakersfield,11-11,-0.11,1167,2021
utep,9-12,-0.11,1431,2021
elon,9-9,-0.12,1189,2021
american,4-6,-0.12,1110,2021
rhode island,10-15,-0.12,1348,2021
vanderbilt,9-16,-0.16,1435,2021
citadel,9-12,-0.17,1154,2021
miami (oh),11-11,-0.18,1275,2021
south dakota,13-11,-0.2,1377,2021
florida gulf coast,8-6,-0.21,1195,2021
sacred heart,9-9,-0.22,1357,2021
howard,1-2,-0.23,1224,2021
south carolina,6-15,-0.23,1376,2021
merrimack,9-9,-0.23,1467,2021
liu-brooklyn,9-9,-0.24,1254,2021
hawaii,9-10,-0.24,1218,2021
southern illinois,11-14,-0.25,1356,2021
boston university,7-11,-0.26,1131,2021
ball state,10-13,-0.26,1123,2021
umass-lowell,11-12,-0.27,1262,2021
new hampshire,9-9,-0.27,1306,2021
university of california,8-20,-0.28,1143,2021
unlv,10-15,-0.29,1424,2021
utah valley,7-9,-0.3,1430,2021
niagara,9-11,-0.3,1310,2021
bradley,10-16,-0.31,1133,2021
bucknell,5-7,-0.31,1137,2021
st. francis (ny),9-10,-0.31,1383,2021
montana state,11-10,-0.31,1286,2021
radford,13-12,-0.31,1347,2021
temple,5-11,-0.33,1396,2021
loyola (md),6-11,-0.34,1259,2021
north alabama,9-9,-0.34,1466,2021
milwaukee,10-12,-0.36,1454,2021
florida atlantic,9-10,-0.37,1194,2021
college of charleston,7-10,-0.38,1158,2021
coppin state,9-13,-0.39,1164,2021
texas-arlington,10-13,-0.39,1426,2021
delaware,6-8,-0.4,1174,2021
georgia southern,9-13,-0.41,1204,2021
albany (ny),7-9,-0.41,1107,2021
youngstown state,11-12,-0.42,1464,2021
north carolina-asheville,10-10,-0.42,1421,2021
iupui,8-10,-0.42,1237,2021
montana,10-13,-0.43,1285,2021
northern iowa,8-15,-0.43,1320,2021
arkansas-little rock,10-15,-0.43,1114,2021
oakland,12-18,-0.43,1324,2021
william & mary,7-10,-0.46,1456,2021
new mexico state,6-7,-0.47,1308,2021
depaul,5-14,-0.48,1177,2021
nebraska,6-20,-0.48,1304,2021
quinnipiac,9-13,-0.48,1346,2021
evansville,9-16,-0.49,1191,2021
western carolina,9-16,-0.5,1441,2021
la salle,8-16,-0.5,1247,2021
stetson,9-12,-0.5,1391,2021
charlotte,9-15,-0.51,1150,2021
austin peay,12-13,-0.51,1122,2021
holy cross,5-11,-0.53,1221,2021
lipscomb,9-12,-0.53,1252,2021
cal state fullerton,5-8,-0.54,1168,2021
grambling,11-12,-0.55,1212,2021
murray state,11-13,-0.56,1293,2021
north carolina a&t,9-10,-0.57,1299,2021
fairfield,10-17,-0.59,1193,2021
arkansas state,8-13,-0.59,1117,2021
fairleigh dickinson,9-15,-0.6,1192,2021
washington,5-21,-0.61,1449,2021
troy,8-17,-0.62,1407,2021
cal state northridge,8-13,-0.63,1169,2021
st. joseph's,5-15,-0.63,1386,2021
stony brook,8-14,-0.64,1392,2021
seattle,7-10,-0.66,1370,2021
gardner-webb,11-15,-0.67,1205,2021
jacksonville,9-11,-0.67,1239,2021
northern colorado,8-11,-0.68,1294,2021
longwood,12-16,-0.69,1255,2021
north carolina-wilmington,6-10,-0.7,1423,2021
valparaiso,8-18,-0.71,1434,2021
california baptist,6-9,-0.72,1465,2021
idaho state,8-11,-0.73,1226,2021
manhattan,7-13,-0.74,1264,2021
wake forest,5-16,-0.74,1448,2021
san diego,3-11,-0.74,1360,2021
uic,9-13,-0.74,1227,2021
njit,7-12,-0.74,1312,2021
southeast missouri state,11-16,-0.77,1369,2021
george washington,5-12,-0.78,1203,2021
southern,8-11,-0.78,1380,2021
alabama a&m,6-9,-0.82,1105,2021
long beach state,6-12,-0.82,1253,2021
samford,4-13,-0.84,1359,2021
hampton,11-14,-0.85,1214,2021
boston college,4-16,-0.85,1130,2021
green bay,8-17,-0.85,1453,2021
ipfw,8-15,-0.86,1236,2021
umkc,7-13,-0.87,1282,2021
sacramento state,6-12,-0.88,1170,2021
north dakota,9-16,-0.88,1315,2021
lehigh,4-11,-0.89,1250,2021
florida a&m,8-12,-0.91,1197,2021
north florida,7-14,-0.92,1316,2021
saint francis (pa),6-16,-0.92,1384,2021
portland state,6-12,-0.94,1340,2021
rider,6-17,-0.95,1351,2021
high point,9-15,-0.97,1219,2021
texas-rio grande valley,3-8,-0.99,1410,2021
illinois state,6-18,-0.99,1229,2021
northwestern state,10-18,-0.99,1322,2021
maine,2-7,-1,1263,2021
portland,3-15,-1.01,1339,2021
lamar,10-18,-1.03,1249,2021
louisiana-monroe,7-19,-1.03,1419,2021
alcorn state,6-13,-1.04,1108,2021
southern miss,6-17,-1.05,1379,2021
towson,4-14,-1.06,1406,2021
ut-martin,7-16,-1.06,1404,2021
southern illinois-edwardsville,8-17,-1.06,1188,2021
central connecticut,5-16,-1.07,1148,2021
northern arizona,6-16,-1.09,1319,2021
north carolina central,4-9,-1.09,1300,2021
new orleans,9-15,-1.11,1309,2021
eastern illinois,9-18,-1.11,1183,2021
binghamton,4-14,-1.12,1127,2021
florida international,5-17,-1.19,1198,2021
eastern michigan,3-12,-1.2,1185,2021
air force,5-20,-1.2,1102,2021
iowa state,2-22,-1.21,1235,2021
fordham,2-12,-1.24,1200,2021
central michigan,5-15,-1.26,1141,2021
western michigan,4-16,-1.26,1444,2021
western illinois,6-15,-1.33,1442,2021
middle tennessee,4-18,-1.34,1292,2021
south carolina upstate,5-17,-1.34,1367,2021
presbyterian,6-15,-1.36,1342,2021
southeastern louisiana,8-18,-1.37,1368,2021
san jose state,3-16,-1.41,1363,2021
new mexico,3-16,-1.41,1307,2021
robert morris,3-15,-1.44,1352,2021
central arkansas,4-19,-1.45,1146,2021
tennessee tech,5-22,-1.48,1399,2021
incarnate word,5-14,-1.54,1230,2021
northern illinois,3-16,-1.55,1296,2021
nebraska-omaha,5-20,-1.59,1303,2021
houston baptist,5-19,-1.61,1223,2021
cal poly,3-20,-1.63,1142,2021
alabama state,4-14,-1.63,1106,2021
kennesaw state,2-17,-1.69,1244,2021
arkansas-pine bluff,4-21,-1.76,1115,2021
chicago state,0-9,-1.76,1152,2021
delaware state,1-16,-1.78,1175,2021
mcneese state,4-14,-1.79,1270,2021
tennessee state,3-19,-1.8,1398,2021
charleston southern,2-18,-1.95,1149,2021
mississippi valley state,2-22,-2.09,1290,2021
texas a&m-corpus christi,2-19,-2.11,1394,2021
south carolina state,1-17,-2.21,1354,2021
idaho,1-21,-2.24,1225,2021
denver,1-18,-2.32,1176,2021
