Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
nebraska omaha,Sum,0.3074,100.7,108.1,73.9,-0.042,0.3577,99.5,104.7,0.3248,1303,2015
elon,CAA,0.3035,96.9,104.1,68.2,0.053,0.4335,102.4,104.8,0.4398,1189,2015
portland st.,BSky,0.3035,100.8,108.4,66.2,0.071,0.3899,102.4,106.5,0.5521,1340,2015
brown,Ivy,0.3022,97.6,105,68,0.049,0.4696,100.6,101.7,0.4295,1135,2015
cal st. bakersfield,WAC,0.3014,98.2,105.7,61,-0.12,0.331,98.4,104.6,0.4399,0,2015
alabama st.,SWAC,0.2968,95.8,103.3,67.5,0.03,0.1956,94.6,106.9,0.4856,1106,2015
northern colorado,BSky,0.2957,107.7,116.1,63.6,-0.013,0.3453,100.5,106.3,0.411,1294,2015
drake,MVC,0.2933,103.8,112.1,59.1,-0.027,0.5694,102.4,99.9,0.5474,1179,2015
ball st.,MAC,0.2922,98.2,106.1,63.8,-0.13,0.5356,102.9,101.6,0.3932,1123,2015
army,Pat,0.2907,97.4,105.2,69.9,0.033,0.3683,101,105.9,0.3679,1119,2015
seattle,WAC,0.2875,96.5,104.4,62.1,0.006,0.2969,98.5,106.1,0.374,1370,2015
marshall,CUSA,0.2872,94.5,102.3,70.2,-0.049,0.483,100.8,101.4,0.4987,1267,2015
towson,CAA,0.2865,99,107.1,60.9,-0.026,0.4028,100.5,104,0.3788,1406,2015
missouri st.,MVC,0.2858,96.1,104,62,-0.011,0.5504,102.8,101,0.4854,1283,2015
navy,Pat,0.2857,97.2,105.3,61.5,0.005,0.4002,102.1,105.8,0.4625,1298,2015
fiu,CUSA,0.2842,94.5,102.4,65.3,0.09,0.4357,100.3,102.5,0.3753,1198,2015
weber st.,BSky,0.2838,97.7,105.9,63.4,0.04,0.4153,102.4,105.5,0.5953,1451,2015
appalachian st.,SB,0.2827,97.4,105.6,65.8,0.073,0.4431,100.7,102.8,0.5235,1111,2015
grand canyon,WAC,0.2824,105.3,114.2,64.8,0.034,0.298,97.9,105.5,0.3621,1213,2015
southern,SWAC,0.2824,92.9,100.8,65.2,0.018,0.3228,98.3,104.8,0.756,1380,2015
nevada,MWC,0.2803,95.7,103.9,64.4,-0.084,0.5148,101.8,101.2,0.42,1305,2015
cal st. northridge,BW,0.2794,98.9,107.4,65.4,-0.041,0.54,102.8,101.4,0.5497,1169,2015
illinois chicago,Horz,0.2787,100.5,109.1,64.7,-0.01,0.5061,102.7,102.5,0.5074,0,2015
unc greensboro,SC,0.2752,97.9,106.5,65.9,-0.125,0.3804,101.4,105.8,0.4635,1422,2015
siena,MAAC,0.273,102.9,112.1,66.3,-0.01,0.4183,99.9,102.8,0.4863,1373,2015
bradley,MVC,0.2727,91,99.1,62.4,-0.044,0.5328,103,101.8,0.4124,1133,2015
loyola marymount,WCC,0.2678,100.7,110,62.9,0.024,0.648,105.5,100,0.626,1258,2015
ucf,Amer,0.2667,100.5,109.7,64.7,0.075,0.4813,101.2,101.8,0.2825,1416,2015
youngstown st.,Horz,0.2659,103.7,113.3,67.7,0.013,0.4962,102.3,102.4,0.4633,1464,2015
mcneese st.,Slnd,0.264,100.1,109.5,63.2,0.035,0.3837,101.5,105.7,0.7312,1270,2015
college of charleston,CAA,0.2628,94.6,103.5,61.4,-0.076,0.4644,103,104.3,0.52,1158,2015
liu brooklyn,NEC,0.2589,95.2,104.3,67.8,0.038,0.382,99.3,103.5,0.4962,1254,2015
troy,SB,0.2568,97.9,107.4,65.1,-0.054,0.3747,98.9,103.4,0.2821,1407,2015
samford,SC,0.2563,100.5,110.3,66.8,0.009,0.3485,100,105.6,0.3799,1359,2015
south florida,Amer,0.253,96.9,106.5,64,-0.024,0.5645,102.5,100.2,0.4726,1378,2015
umkc,WAC,0.2479,96.4,106.2,63.7,-0.014,0.3604,100.1,105.2,0.5195,1282,2015
penn,Ivy,0.2461,96.1,105.9,63.4,0.023,0.5043,101.6,101.4,0.4857,1335,2015
lipscomb,ASun,0.2452,99.3,109.5,68.3,0.05,0.4114,101.8,105,0.5426,1252,2015
iupui,Sum,0.2429,92.1,101.7,63.9,0.068,0.4816,102.3,103,0.5931,1237,2015
niagara,MAAC,0.2405,99.1,109.6,64.9,-0.004,0.4559,101.4,102.9,0.5759,1310,2015
hartford,AE,0.2405,95.8,105.9,63.8,0.076,0.381,98.7,102.9,0.4905,1216,2015
saint louis,A10,0.2338,93.3,103.4,63.5,0.064,0.5411,102.3,100.8,0.3688,1387,2015
arkansas st.,SB,0.232,94.7,105.1,66.5,0.023,0.416,100.2,103.2,0.4236,1117,2015
florida atlantic,CUSA,0.2311,97.3,108.1,64.2,-0.055,0.4677,101,102.1,0.4611,1194,2015
vmi,SC,0.2305,96,106.6,77.1,-0.05,0.3989,101.4,105.1,0.5292,1440,2015
campbell,BSth,0.2268,96.5,107.4,61.6,-0.09,0.4165,102.5,105.5,0.5389,1144,2015
fairfield,MAAC,0.2266,93.5,104,61.7,-0.086,0.4356,100.9,103.2,0.4905,1193,2015
cal st. fullerton,BW,0.2242,97,108,66.3,-0.009,0.492,101.2,101.5,0.4419,1168,2015
wagner,NEC,0.2217,96.7,107.9,67.6,-0.013,0.4021,100.4,103.9,0.5602,1447,2015
south alabama,SB,0.2215,99.7,111.2,69.2,0.085,0.4518,99.6,101.3,0.544,1375,2015
prairie view a&m;,SWAC,0.2176,96.3,107.6,69.3,0.013,0.3331,97.5,103.5,0.7386,0,2015
new orleans,Slnd,0.2175,96.5,107.9,67.7,-0.035,0.3847,100.9,105.1,0.7647,1309,2015
furman,SC,0.2106,97,108.9,62.4,-0.024,0.4185,102.1,105,0.5951,1202,2015
southeastern louisiana,Slnd,0.2066,94.6,106.3,66.7,-0.103,0.3876,101.4,105.5,0.6138,1368,2015
houston baptist,Slnd,0.2046,100.5,113.1,67.1,0.029,0.4172,101.2,104.2,0.6187,1223,2015
marist,MAAC,0.204,93.7,105.4,65.5,0.032,0.4315,100.4,102.8,0.4587,1265,2015
southern utah,BSky,0.2013,97,109.3,67.8,0.033,0.3733,101.4,106.1,0.4991,1381,2015
jacksonville st.,OVC,0.1988,93.2,105.2,63.9,0.053,0.4132,101,104.2,0.4425,1240,2015
umass lowell,AE,0.1966,92.4,104.5,64.4,0.077,0.4269,99.9,102.4,0.6087,1262,2015
loyola md,Pat,0.1963,91.4,103.3,63,0.08,0.4161,101.2,104.2,0.4775,1259,2015
southern miss,CUSA,0.1947,95.7,108.2,62.5,0.038,0.5167,101.8,101.3,0.5258,1379,2015
longwood,BSth,0.1941,95.7,108.3,66.9,0.024,0.3987,101.7,105.3,0.5035,1255,2015
idaho st.,BSky,0.1875,96.4,109.6,64,-0.092,0.3648,101.6,106.7,0.4248,1226,2015
jackson st.,SWAC,0.1843,89.7,102.1,63.7,-0.095,0.2782,97.5,105.9,0.5649,1238,2015
north dakota,BSky,0.1767,95.4,109.1,68.1,-0.031,0.4373,103.1,105.4,0.6504,1315,2015
austin peay,OVC,0.1708,92.7,106.4,67.2,-0.005,0.4592,102.4,103.8,0.5229,1122,2015
montana st.,BSky,0.1675,94.6,108.8,66.2,-0.056,0.4243,103,105.8,0.596,1286,2015
fairleigh dickinson,NEC,0.1581,96,111.1,67.7,0.052,0.4142,100.8,103.9,0.5932,1192,2015
nicholls st.,Slnd,0.1521,90.9,105.5,66.7,0.024,0.4112,102.4,105.7,0.7684,1311,2015
jacksonville,ASun,0.152,96.9,112.5,64,-0.023,0.3453,99.8,105.5,0.3754,1239,2015
coppin st.,MEAC,0.1515,99,115,74.2,-0.008,0.4314,100.5,102.9,0.7416,1164,2015
arkansas pine bluff,SWAC,0.1455,91.5,106.8,64.1,0.036,0.3138,98.3,105.2,0.62,0,2015
presbyterian,BSth,0.1454,95.6,111.5,62.6,-0.005,0.4276,102.3,104.9,0.6001,1342,2015
binghamton,AE,0.1442,93,108.6,63.3,-0.047,0.4362,100,102.3,0.5783,1127,2015
western illinois,Sum,0.1361,90.6,106.4,67.1,0.036,0.4394,102,104.2,0.4583,1442,2015
utah valley,WAC,0.1356,91.2,107.1,62.4,0.007,0.3808,101,105.3,0.5316,1430,2015
the citadel,SC,0.1245,101.6,120.4,59.3,0.077,0.3762,100.3,104.8,0.4456,1154,2015
alabama a&m;,SWAC,0.1236,94.7,112.3,63.7,-0.022,0.2839,96.7,104.8,0.6769,0,2015
liberty,BSth,0.12,90.6,107.7,66.4,-0.059,0.3677,101.1,106,0.4042,1251,2015
abilene christian,Slnd,0.1191,93,110.6,63.6,-0.003,0.3862,100.9,105.1,0.4701,1101,2015
bethune cookman,MEAC,0.1188,90.6,107.8,60.5,-0.033,0.2475,97.6,107.5,0.334,0,2015
stetson,ASun,0.1182,95.5,113.7,66.9,0.006,0.3555,100.4,105.7,0.3801,1391,2015
south carolina st.,MEAC,0.1148,89.9,107.3,64.6,0.049,0.3639,98.9,103.8,0.5982,1354,2015
chicago st.,WAC,0.113,88.8,106.2,63.1,-0.013,0.4599,102.1,103.5,0.6762,1152,2015
morgan st.,MEAC,0.1096,92.5,111,65.3,0.029,0.3858,99.3,103.4,0.5851,1288,2015
kennesaw st.,ASun,0.1058,92.5,111.4,65.3,0.039,0.3828,100.4,104.7,0.4396,1244,2015
savannah st.,MEAC,0.1055,86.7,104.4,64.9,0.012,0.3873,99.4,103.5,0.6954,1366,2015
north carolina a&t;,MEAC,0.1047,92.3,111.2,62.3,-0.038,0.3226,97.7,104.3,0.5421,0,2015
central connecticut,NEC,0.103,91.6,110.6,63.5,-0.012,0.3599,99.1,104.2,0.4086,1148,2015
tennessee st.,OVC,0.1016,87.5,105.8,63.9,-0.045,0.486,101.9,102.4,0.5803,1398,2015
texas pan american,WAC,0.099,91.9,111.4,64,0.032,0.3916,100.2,104.1,0.5488,0,2015
umbc,AE,0.0854,88.1,108.3,65,-0.037,0.3885,98.7,102.7,0.4451,1420,2015
maine,AE,0.0817,92.4,114,66.4,-0.02,0.4546,100,101.6,0.5949,1263,2015
alcorn st.,SWAC,0.0722,92.5,115.4,67.1,-0.059,0.2792,96.7,105,0.6442,1108,2015
mississippi valley st.,SWAC,0.0623,91,115.1,71,-0.001,0.3321,97.7,103.8,0.6606,0,2015
central arkansas,Slnd,0.0578,90.4,115.2,69.4,0.004,0.3781,100.7,105.1,0.4716,1146,2015
san jose st.,MWC,0.0574,85.2,108.6,64.6,-0.03,0.5533,103.8,101.9,0.4782,1363,2015
florida a&m;,MEAC,0.0329,85.4,114.5,66.3,-0.02,0.3152,98.3,105.1,0.4509,0,2015
grambling st.,SWAC,0.016,79.9,114.3,65.5,-0.078,0.3266,98.4,104.8,0.7895,1212,2015
kansas,B12,0.9503,118.9,92,69.7,0.062,0.763,109.6,99,0.5782,1242,2016
virginia,ACC,0.9482,118.3,91.9,61.4,-0.043,0.7548,109.8,99.5,0.6087,1438,2016
michigan st.,B10,0.945,121.3,94.8,67.4,-0.004,0.65,105.8,100.3,0.4771,1277,2016
north carolina,ACC,0.9407,119.5,94,72,-0.043,0.721,109.3,100.6,0.5742,1314,2016
villanova,BE,0.9352,117.2,93,67.4,0.012,0.6873,107.7,100.5,0.59,1437,2016
west virginia,B12,0.9236,114.8,92.4,70.5,0.008,0.7499,109.4,99.5,0.5318,1452,2016
oklahoma,B12,0.9199,115.4,93.3,70.8,0.008,0.7589,109.7,99.3,0.5397,1328,2016
kentucky,SEC,0.9198,122.3,98.9,67.6,-0.035,0.6892,106.9,99.8,0.5991,1246,2016
oregon,P12,0.9123,119.4,97.4,68.7,0.035,0.7022,107,99.3,0.5152,1332,2016
purdue,B10,0.9078,115.3,94.5,68.3,-0.031,0.6563,107.5,101.6,0.4265,1345,2016
louisville,ACC,0.9018,109.7,90.5,66.9,-0.024,0.6629,108.9,102.7,0.3854,1257,2016
wichita st.,MVC,0.9005,108.9,89.9,67,-0.08,0.5367,102.1,100.8,0.6524,1455,2016
miami fl,ACC,0.8971,117.2,97.1,66.8,0.054,0.7335,109.5,100.3,0.5401,1274,2016
indiana,B10,0.8959,119,98.7,68.8,-0.003,0.6137,106.5,102.3,0.4152,1231,2016
xavier,BE,0.8946,115.8,96.2,72.9,0.067,0.6729,106.5,100,0.5336,1462,2016
arizona,P12,0.8927,116.1,96.5,69.2,-0.033,0.6304,106.1,101.3,0.3871,1112,2016
texas a&m;,SEC,0.8923,112.6,93.7,67.5,0.002,0.6742,107.7,101.1,0.5547,0,2016
iowa st.,B12,0.8919,120.5,100.3,71.8,-0.07,0.7452,108,98.4,0.5192,1235,2016
smu,Amer,0.8907,116.4,97,66.6,0.015,0.5815,104.2,101.3,0.4687,1374,2016
iowa,B10,0.8832,114.4,95.9,69.9,-0.099,0.687,108.3,101.2,0.5254,1234,2016
california,P12,0.8767,111.3,93.8,68.8,-0.051,0.6769,108.2,101.4,0.4593,1143,2016
duke,ACC,0.8752,119.3,100.7,68.5,-0.039,0.7256,109.8,100.9,0.5752,1181,2016
maryland,B10,0.8725,113.8,96.3,68,0.006,0.6789,107.3,100.5,0.4759,1268,2016
baylor,B12,0.8705,116.9,99,67.3,0.002,0.7438,108.2,98.6,0.459,1124,2016
connecticut,Amer,0.8677,110.4,93.7,66.3,-0.04,0.6068,105.5,101.6,0.4586,1163,2016
seton hall,BE,0.8674,110.7,94,70.3,0.008,0.6673,106.1,99.9,0.4372,1371,2016
vanderbilt,SEC,0.8641,112.9,96.1,68.6,-0.11,0.6947,107.9,100.4,0.6234,1435,2016
gonzaga,WCC,0.8609,114.6,97.8,68,-0.025,0.5502,105.5,103.7,0.6297,1211,2016
utah,P12,0.8547,113.7,97.5,66.5,0.11,0.7038,107.9,100.1,0.519,1428,2016
texas,B12,0.8487,111.5,96,66.3,0.037,0.7732,110,98.8,0.6083,1400,2016
cincinnati,Amer,0.8414,107.7,93.1,65.8,-0.053,0.607,105.6,101.7,0.4685,1153,2016
wisconsin,B10,0.839,110,95.3,64.3,-0.031,0.7006,108,100.3,0.5441,1458,2016
stephen f. austin,Slnd,0.8378,110.4,95.7,68.3,0.025,0.3538,101.9,107.3,0.636,1372,2016
saint mary's,WCC,0.8319,116.5,101.3,62.1,0.009,0.4567,103.1,104.7,0.3623,1388,2016
vcu,A10,0.8259,108.8,95,69.9,-0.065,0.5566,105.5,103.4,0.4981,1433,2016
valparaiso,Horz,0.8224,106.5,93.2,67.1,-0.03,0.4948,104.6,104.8,0.6055,1434,2016
saint joseph's,A10,0.8159,112.9,99.2,71.3,0.034,0.5749,104.9,102.2,0.5231,1386,2016
yale,Ivy,0.8132,108,95,66.7,0.031,0.4691,104.1,105.2,0.5131,1463,2016
notre dame,ACC,0.8131,117.8,103.7,65.8,0.033,0.6962,108.7,101.1,0.472,1323,2016
butler,BE,0.8129,115.6,101.8,68.9,-0.004,0.637,105.9,100.9,0.415,1139,2016
syracuse,ACC,0.8111,109.4,96.4,65.7,-0.047,0.6935,108.7,101.3,0.4948,1393,2016
texas tech,B12,0.8096,113.5,100.1,66.7,0.036,0.7389,108.6,99.2,0.4967,1403,2016
san diego st.,MWC,0.8091,102.5,90.4,65.8,0.003,0.5721,104.8,102.1,0.647,1361,2016
florida,SEC,0.8081,107.5,94.8,70,-0.051,0.7249,109.1,100.3,0.6528,1196,2016
pittsburgh,ACC,0.8024,112.7,99.8,66.3,0.003,0.6734,108.7,102,0.3298,1338,2016
providence,BE,0.7991,107.9,95.7,69.4,0.044,0.6563,106.8,101,0.4353,1344,2016
arkansas little rock,SB,0.7978,108.3,96.1,64,0.032,0.4581,102.6,104.2,0.495,0,2016
creighton,BE,0.7965,109.5,97.2,71,-0.087,0.6341,106.4,101.4,0.4103,1166,2016
usc,P12,0.7946,112.4,99.9,72,-0.012,0.6691,107.2,100.8,0.4609,1425,2016
kansas st.,B12,0.7894,107.5,95.8,67.6,-0.052,0.7318,109.2,100.1,0.451,1243,2016
south carolina,SEC,0.7886,106.6,95.1,71.2,0.062,0.6103,105.8,101.8,0.4184,1376,2016
florida st.,ACC,0.7866,111.8,99.8,72.3,-0.022,0.6839,108,101,0.4594,1199,2016
clemson,ACC,0.7856,111.8,99.9,64.7,-0.095,0.631,106.6,101.8,0.3085,1155,2016
dayton,A10,0.7806,104.7,93.8,68.8,0.077,0.5793,105.9,102.9,0.5596,1173,2016
colorado,P12,0.7788,106.6,95.5,69.8,0.026,0.6654,108,101.8,0.4454,1160,2016
michigan,B10,0.7778,112.7,101,66.7,0.016,0.6715,107.7,101.2,0.4551,1276,2016
houston,Amer,0.7743,116.1,104.3,67,-0.012,0.4936,102.2,102.5,0.248,1222,2016
tulsa,Amer,0.7702,110.8,99.7,69.4,0.009,0.6212,105.2,100.7,0.5197,1409,2016
byu,WCC,0.7695,110.2,99.2,74.4,-0.057,0.5145,105,104.5,0.5243,1140,2016
oregon st.,P12,0.7691,109.3,98.4,68.2,0.052,0.7249,108.5,99.7,0.5415,1333,2016
hawaii,BW,0.7635,107,96.6,71.2,0.009,0.4064,100.8,104.2,0.2975,1218,2016
washington,P12,0.763,108.3,97.8,77.7,-0.025,0.6755,107.6,101,0.4603,1449,2016
virginia tech,ACC,0.7578,109.8,99.4,70.4,0.019,0.6564,107.8,101.9,0.3226,1439,2016
georgia tech,ACC,0.7536,110.4,100.2,67.9,0.018,0.7125,109,100.8,0.4762,1210,2016
georgia,SEC,0.7506,106.4,96.7,67.7,0.066,0.6866,107.8,100.7,0.5758,1208,2016
princeton,Ivy,0.7457,111.5,101.5,69.3,0.054,0.4784,103.5,104.3,0.5201,1343,2016
monmouth,MAAC,0.7441,106.8,97.4,73.5,0.009,0.4899,103.3,103.6,0.6676,1284,2016
georgetown,BE,0.737,109.6,100.2,69,-0.101,0.6864,107.6,100.5,0.5477,1207,2016
mississippi,SEC,0.737,110.7,101.2,69.7,0.022,0.6067,104.7,100.8,0.4262,1279,2016
ohio st.,B10,0.7369,105.6,96.5,68.8,0.053,0.6491,106.7,101.1,0.4423,1326,2016
memphis,Amer,0.7315,106.6,97.7,74.1,-0.098,0.5412,102.9,101.4,0.3368,1272,2016
ucla,P12,0.7315,111,101.7,70.5,-0.056,0.7189,109.1,100.6,0.6079,1417,2016
iona,MAAC,0.731,110.4,101.2,72.2,-0.002,0.4792,103.1,103.8,0.6384,1233,2016
unc wilmington,CAA,0.729,109.4,100.4,70.7,0.041,0.5202,104.4,103.6,0.4179,1423,2016
northwestern,B10,0.7267,108.3,99.4,64.4,-0.001,0.5585,105.3,103.2,0.2809,1321,2016
northern iowa,MVC,0.724,105.7,97.2,62.9,0.017,0.5813,104,101.1,0.664,1320,2016
george washington,A10,0.7234,111.1,102.2,66.9,0.018,0.549,104.3,102.6,0.462,1203,2016
evansville,MVC,0.7231,105.7,97.2,69.2,-0.01,0.4473,101.1,103,0.3755,1191,2016
st. bonaventure,A10,0.723,113.4,104.3,68.7,0.011,0.5324,104.7,103.5,0.4098,1382,2016
south dakota st.,Sum,0.7209,109.1,100.5,68.9,0.015,0.4942,103.4,103.6,0.5618,1355,2016
hofstra,CAA,0.7154,110.3,101.8,70.1,0.041,0.5403,104.7,103.2,0.5026,1220,2016
mississippi st.,SEC,0.7152,107.7,99.4,70.3,-0.119,0.631,106.8,101.9,0.4097,1280,2016
north carolina st.,ACC,0.7103,112.7,104.2,68.7,-0.036,0.6937,108.8,101.4,0.4496,1301,2016
arkansas,SEC,0.7078,108.2,100.2,70.5,-0.08,0.6308,106.9,102,0.4544,1116,2016
akron,MAC,0.7076,109.3,101.2,68.5,0.032,0.4746,103.9,104.9,0.4515,1103,2016
temple,Amer,0.703,105.1,97.5,66.9,0.113,0.632,106,101.1,0.5694,1396,2016
lsu,SEC,0.703,110.2,102.2,73,0.022,0.6482,106.8,101.3,0.4205,1261,2016
william & mary,CAA,0.7028,112.2,104.1,69.3,-0.015,0.5751,105.2,102.4,0.5819,1456,2016
james madison,CAA,0.7019,106.3,98.6,68,-0.043,0.5158,104.9,104.3,0.4382,1241,2016
rhode island,A10,0.7017,106.4,98.8,65.3,-0.115,0.5595,104.2,102,0.5106,1348,2016
stony brook,AE,0.6979,105.8,98.4,67.4,0.032,0.3755,102.8,107.4,0.6381,1392,2016
uc santa barbara,BW,0.6976,106.4,98.9,67.7,-0.015,0.5876,104.7,101.5,0.7283,1364,2016
uc irvine,BW,0.6974,105.2,97.9,68.1,0.093,0.5447,104.3,102.6,0.6269,1414,2016
alabama,SEC,0.6974,104.7,97.3,65.4,0.094,0.7061,108.8,100.8,0.6098,1104,2016
cal st. bakersfield,WAC,0.6902,102.3,95.4,68.6,-0.001,0.3306,99.7,106,0.448,0,2016
nebraska,B10,0.6861,108.5,101.4,67.9,-0.096,0.6115,105.5,101.4,0.3685,1304,2016
arizona st.,P12,0.686,107.8,100.8,68.8,-0.015,0.7107,108.6,100.4,0.5964,1113,2016
oakland,Horz,0.6822,115,107.6,74,-0.044,0.4902,103,103.4,0.5598,1324,2016
oklahoma st.,B12,0.6785,104.4,97.9,64.7,-0.103,0.7117,108.1,99.9,0.3793,1329,2016
long beach st.,BW,0.6765,106.1,99.5,70.6,0.076,0.6513,105.9,100.3,0.8238,1253,2016
boise st.,MWC,0.6713,106.8,100.4,70.3,-0.05,0.5527,104.4,102.5,0.5865,1129,2016
ut arlington,SB,0.6702,105.5,99.2,73.5,-0.023,0.4503,101.9,103.7,0.4568,1426,2016
stanford,P12,0.6669,106.1,99.9,66.7,0.04,0.7368,109.2,99.9,0.5647,1390,2016
marquette,BE,0.6606,106.4,100.4,71,0.056,0.5922,105.3,101.9,0.2928,1266,2016
fresno st.,MWC,0.6595,106.2,100.3,69.7,0.088,0.5158,103.6,103,0.4583,1201,2016
richmond,A10,0.6566,111.6,105.5,69,-0.074,0.5895,105.3,102,0.5436,1350,2016
chattanooga,SC,0.6557,105.1,99.4,67,0.119,0.4389,104,106.2,0.5308,1151,2016
new mexico st.,WAC,0.6453,101.1,96,66.5,0.002,0.3756,101.1,105.7,0.4769,1308,2016
davidson,A10,0.6432,113.4,107.7,70.5,0.089,0.605,106,102.1,0.5822,1172,2016
tennessee,SEC,0.6372,108.7,103.5,69.4,-0.052,0.6767,107.3,100.6,0.5466,1397,2016
old dominion,CUSA,0.63,105,100.2,62.3,-0.047,0.4094,103.3,106.6,0.4725,1330,2016
siena,MAAC,0.6294,108,103.2,70.8,-0.015,0.4479,102.8,104.7,0.5536,1373,2016
columbia,Ivy,0.6213,111.1,106.4,65.8,-0.015,0.4296,102,104.5,0.4018,1162,2016
louisiana lafayette,SB,0.6211,108.9,104.4,70.9,-0.086,0.4935,102.8,103,0.6037,0,2016
uab,CUSA,0.62,107.3,102.8,69.3,0.079,0.3777,101.9,106.4,0.3837,1412,2016
unc asheville,BSth,0.6194,102.5,98.2,71.1,-0.045,0.406,102.9,106.4,0.5918,1421,2016
green bay,Horz,0.619,107.7,103.2,76.6,0.046,0.4962,103.3,103.4,0.5569,1453,2016
milwaukee,Horz,0.613,110.9,106.6,67.1,-0.076,0.4638,103.4,104.8,0.4931,1454,2016
albany,AE,0.6091,105.7,101.7,67.3,-0.016,0.332,100.7,107,0.4348,1107,2016
illinois st.,MVC,0.6084,102.5,98.7,68,0.011,0.5414,102.6,101.1,0.6026,1229,2016
college of charleston,CAA,0.6081,96.8,93.2,64.8,-0.058,0.5316,105.7,104.5,0.4731,1158,2016
louisiana monroe,SB,0.5998,106.8,103.1,66.6,0.045,0.5185,103.7,103.1,0.6151,0,2016
grand canyon,WAC,0.5951,103.6,100.2,69.9,0.113,0.3271,100.1,106.6,0.3854,1213,2016
middle tennessee,CUSA,0.5926,102.2,99,68.3,0.058,0.4443,103.8,105.8,0.549,1292,2016
ipfw,Sum,0.5893,111.5,108.1,70.3,0.132,0.5056,104.3,104.1,0.54,1236,2016
illinois,B10,0.5856,104.9,101.8,68.5,0.019,0.6544,107,101.2,0.4813,1228,2016
northeastern,CAA,0.5823,105.8,102.8,65.9,0.017,0.5822,105.6,102.6,0.5884,1318,2016
toledo,MAC,0.5801,106.3,103.4,70,-0.12,0.4533,103,104.6,0.3654,1405,2016
ohio,MAC,0.5766,111,108,70.1,0.049,0.469,102.8,103.9,0.403,1325,2016
new mexico,MWC,0.5736,106.6,103.9,71.5,-0.034,0.5308,103,101.9,0.5094,1307,2016
buffalo,MAC,0.5727,105.1,102.5,73,0.055,0.5318,105.7,104.5,0.5618,1138,2016
weber st.,BSky,0.5717,102.6,100,67.9,-0.003,0.3514,102.3,107.9,0.5312,1451,2016
wake forest,ACC,0.5697,104.5,102,72.5,0.026,0.7372,110.7,101.2,0.5855,1448,2016
unlv,MWC,0.5624,101.3,99.2,74.2,-0.044,0.5462,104.7,103,0.5722,1424,2016
pepperdine,WCC,0.5618,104.9,102.6,68.3,0.04,0.539,105.9,104.5,0.5467,1337,2016
tcu,B12,0.561,99.8,97.7,70.2,-0.031,0.7082,108.2,100.2,0.3269,1395,2016
wright st.,Horz,0.557,100.1,98.2,66.1,0.057,0.4775,104,104.8,0.5227,1460,2016
penn st.,B10,0.5546,102.3,100.3,67.2,0.112,0.6581,107.4,101.5,0.4218,1336,2016
towson,CAA,0.5522,105,103.1,66.3,0.046,0.4684,103.1,104.3,0.2962,1406,2016
morehead st.,OVC,0.5521,104,102.1,65.9,-0.02,0.4524,104.5,106.2,0.5966,1287,2016
utah st.,MWC,0.5512,110.5,108.5,67.9,-0.032,0.5271,103.1,102.2,0.4631,1429,2016
belmont,OVC,0.5495,111.5,109.5,72.5,-0.003,0.4592,103,104.4,0.6044,1125,2016
north dakota st.,Sum,0.5486,100.5,98.8,64.9,0.004,0.4672,104.3,105.5,0.4103,1295,2016
east tennessee st.,SC,0.5472,107.4,105.7,69.9,0.117,0.4815,104.6,105.3,0.6132,1190,2016
nebraska omaha,Sum,0.5421,108.1,106.6,76.7,-0.046,0.4849,104.1,104.7,0.4889,1303,2016
nevada,MWC,0.5404,97.1,95.7,72.1,0.061,0.5406,104.8,103.3,0.5078,1305,2016
montana,BSky,0.5399,105.5,104.1,66,0.021,0.3982,102.3,106.1,0.7422,1285,2016
vermont,AE,0.5369,107.1,105.8,68.2,0.024,0.414,101.9,105,0.6077,1436,2016
winthrop,BSth,0.5366,107.4,106.1,73.3,0.034,0.3736,101.8,106.5,0.4693,1457,2016
southern illinois,MVC,0.5334,105.7,104.5,70.5,0.083,0.4132,100.3,103.4,0.2719,1356,2016
high point,BSth,0.5326,109.2,107.9,66.9,-0.033,0.4008,102.4,106,0.5934,1219,2016
eastern michigan,MAC,0.5312,105.8,104.7,71.2,0.013,0.5661,106.3,103.9,0.6624,1185,2016
marshall,CUSA,0.5286,110.6,109.5,78.1,-0.018,0.4933,104.5,104.8,0.6074,1267,2016
central michigan,MAC,0.5266,109.8,108.8,67.1,-0.049,0.4832,103.9,104.5,0.4374,1141,2016
texas a&m; corpus chris,Slnd,0.5212,101.9,101.2,69.1,0.159,0.399,102.7,106.5,0.5839,0,2016
ball st.,MAC,0.5177,102.2,101.6,66.2,-0.025,0.3954,101.8,105.7,0.2594,1123,2016
louisiana tech,CUSA,0.5134,103.5,103,71.8,0.063,0.3681,101.6,106.5,0.4305,1256,2016
colorado st.,MWC,0.5121,110.5,110.1,68.7,-0.031,0.4955,103.1,103.2,0.4165,1161,2016
elon,CAA,0.511,105.5,105.1,71.7,0.018,0.5575,104.8,102.7,0.5446,1189,2016
tennessee st.,OVC,0.4937,100.9,101.1,69,0.012,0.3732,103,107.7,0.3913,1398,2016
coastal carolina,BSth,0.4934,103,103.2,67.4,-0.02,0.3962,101.7,105.5,0.5513,1157,2016
fordham,A10,0.4929,101.6,101.8,67.1,0.015,0.4454,103.2,105.2,0.1778,1200,2016
