Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
sacred heart,NEC,-12.36,96.4,108.8,68.3,-0.076,-7.55,101.5,109.1,-3.82,1357,2018
chattanooga,SC,-12.57,99.6,112.1,65.4,-0.024,-3.14,103.8,106.9,-2.15,1151,2018
north carolina a&t;,MEAC,-12.63,98.4,111,69.2,0.098,-11.45,99.2,110.7,-1.05,0,2018
cleveland st.,Horz,-12.63,97.8,110.5,67,0.032,-3.86,103.1,107,-1.07,1156,2018
central connecticut,NEC,-12.65,98.3,111,64.4,0.066,-6.85,101.5,108.3,-3.57,1148,2018
east carolina,Amer,-12.73,97.1,109.8,68.6,0.026,-2.13,103.3,105.5,-16.3,1187,2018
north carolina central,MEAC,-12.76,98.1,110.9,64.9,0.017,-12.77,98.6,111.4,-1.58,1300,2018
st. francis ny,NEC,-12.85,99,111.9,69.2,0.022,-6.76,101.8,108.5,-2,0,2018
texas a&m; corpus chris,Slnd,-12.86,94.9,107.8,68.1,-0.015,-5.82,101.4,107.2,4.91,0,2018
kennesaw st.,ASun,-12.9,99.1,112,68.5,-0.023,-4.28,104.3,108.5,2.74,1244,2018
norfolk st.,MEAC,-13.05,95.7,108.8,68.9,0.002,-10.62,99.6,110.2,1.2,1313,2018
stetson,ASun,-13.36,98.7,112.1,69.7,-0.041,-6.31,102.5,108.8,-4.09,1391,2018
the citadel,SC,-13.41,101.9,115.3,77.2,0.062,-2.39,104,106.4,0.65,1154,2018
savannah st.,MEAC,-13.44,101.3,114.7,82.2,0.108,-6.46,101.7,108.2,15.76,1366,2018
charlotte,CUSA,-13.57,99.2,112.8,71.1,-0.024,-0.32,104.7,105,-2.98,1150,2018
siu edwardsville,OVC,-13.68,99.7,113.4,69.1,0.069,-2.74,103.8,106.6,-1.1,1188,2018
jacksonville,ASun,-14.36,94.4,108.7,68.5,0.06,-6.64,102.8,109.4,-2.98,1239,2018
marist,MAAC,-14.37,98.8,113.2,69.6,-0.048,-3.86,103.9,107.8,-3.22,1265,2018
cal poly,BW,-14.64,98.7,113.3,66.1,0.051,-0.8,104.5,105.3,0.97,1142,2018
detroit,Horz,-14.69,102.6,117.2,72.3,-0.011,-2.27,103.9,106.2,5.06,1178,2018
morgan st.,MEAC,-14.73,96.6,111.4,68.8,-0.06,-11.56,99.1,110.7,0.73,1288,2018
loyola md,Pat,-14.8,96.4,111.2,68.3,0.02,-5.29,103,108.3,-1.49,1259,2018
youngstown st.,Horz,-15.09,101.4,116.5,71,-0.01,-1.94,103.5,105.5,5.54,1464,2018
northern arizona,BSky,-15.69,93.9,109.5,68.6,-0.03,0.89,106,105.1,4.34,1319,2018
southern,SWAC,-15.72,94.4,110.1,67.9,0.051,-11.16,98.5,109.6,6.79,1380,2018
cal st. northridge,BW,-16.1,97.2,113.3,65.7,-0.047,-2.58,103.5,106.1,-2.95,1169,2018
american,Pat,-16.24,95.8,112.1,66.5,-0.061,-5.96,102.6,108.6,-2.65,1110,2018
arkansas pine bluff,SWAC,-16.58,93.7,110.3,67.4,0.044,-9.48,99.3,108.8,3.94,0,2018
vmi,SC,-17.36,90.3,107.7,68.8,0.024,-3.44,104.5,108,-2.22,1440,2018
houston baptist,Slnd,-17.59,99.2,116.8,73.4,-0.092,-3.26,103,106.3,9.71,1223,2018
maine,AE,-17.73,91,108.8,71.3,-0.002,-2.83,103.8,106.7,-1.29,1263,2018
presbyterian,BSth,-17.76,98.1,115.9,63.3,0.062,-5.05,102,107.1,-3.12,1342,2018
howard,MEAC,-18.98,99.7,118.7,69.8,-0.039,-9.17,100.2,109.3,2.5,1224,2018
alcorn st.,SWAC,-19.6,95.2,114.8,67.9,-0.055,-8.94,100,109,10.34,1108,2018
jackson st.,SWAC,-19.8,89.6,109.4,64,0.062,-9.93,100.1,110,4.56,1238,2018
usc upstate,ASun,-19.85,105.5,125.3,68.9,-0.051,-3.25,103.5,106.8,1.92,1367,2018
alabama st.,SWAC,-20.11,96,116.1,68.7,-0.018,-9.12,99.6,108.7,4.8,1106,2018
longwood,BSth,-20.46,89.9,110.4,69,-0.039,-3.72,103.2,107,-0.39,1255,2018
florida a&m;,MEAC,-21.15,95.9,117,67,0.04,-7.21,101.5,108.7,6.74,0,2018
incarnate word,Slnd,-21.5,93.8,115.3,69.6,-0.006,-5.15,101.8,107,8.63,1230,2018
south carolina st.,MEAC,-21.76,97.1,118.9,70.4,0.03,-8.59,100.7,109.3,4.9,1354,2018
bryant,NEC,-21.8,99.1,120.9,70,-0.013,-4.77,102.5,107.3,1.58,1136,2018
northwestern st.,Slnd,-22.29,88.7,110.9,68.7,-0.08,-3.17,103.1,106.3,8.17,1322,2018
chicago st.,WAC,-22.46,96.9,119.4,72.1,-0.063,3.22,106.6,103.4,6.28,1152,2018
coppin st.,MEAC,-24,86.7,110.7,67,-0.026,-6.95,101.3,108.2,5.53,1164,2018
mississippi valley st.,SWAC,-24.39,90.5,114.8,69.3,-0.032,-7.34,100.8,108.1,7.53,0,2018
maryland eastern shore,MEAC,-26.99,91.1,118.1,65.8,-0.018,-7.23,101.5,108.8,7.71,0,2018
delaware st.,MEAC,-28.02,90.5,118.5,64.8,-0.094,-9.05,100.1,109.2,1.52,1175,2018
alabama a&m;,SWAC,-28.56,86.7,115.3,65.6,-0.04,-8.05,100.6,108.7,4.97,0,2018
virginia,ACC,35.54,123.6,88.1,59.2,0.024,10.39,108.4,98,-2.86,1438,2019
gonzaga,WCC,32.71,125.2,92.5,69.7,0.008,3.3,106.2,102.9,1.96,1211,2019
duke,ACC,31.9,120.1,88.2,72.1,0.018,13.13,110.4,97.3,5.42,1181,2019
michigan st.,B10,31.31,121.8,90.5,67.3,-0.007,13.51,110.3,96.8,3.15,1277,2019
michigan,B10,29.36,115.6,86.2,64.3,-0.014,11.55,109.3,97.8,-5.03,1276,2019
north carolina,ACC,29.06,119.9,90.8,74.2,0.024,13.55,110.9,97.3,5.69,1314,2019
kentucky,SEC,27.47,118.3,90.9,65.7,0.037,11.08,110.2,99.1,2.25,1246,2019
tennessee,SEC,27.05,122.6,95.6,67.6,0.038,10.65,109.2,98.5,1.36,1397,2019
texas tech,B12,26.72,112.8,86,66.5,0.004,8.29,107.9,99.6,-4.97,1403,2019
purdue,B10,26,121.1,95.1,65.5,-0.012,12.97,109.8,96.9,4.33,1345,2019
virginia tech,ACC,24.38,118.5,94.1,63.2,0.002,8.52,108.2,99.7,-6,1439,2019
wisconsin,B10,23.61,110.9,87.3,63.5,-0.026,13.49,110.4,96.9,3.47,1458,2019
auburn,SEC,23.39,119.7,96.3,67.4,0.003,10.93,109.7,98.8,2.78,1120,2019
florida st.,ACC,22.46,113,90.5,68.2,0.045,10.6,109.5,98.9,1.09,1199,2019
houston,Amer,22.42,114.2,91.8,66.1,0.057,3.13,104.9,101.7,-3.82,1222,2019
iowa st.,B12,21.8,119.1,97.3,67.5,-0.051,10.3,108.9,98.6,-1.46,1235,2019
lsu,SEC,21.06,118.6,97.5,69.8,0.035,9.59,108.8,99.2,3.13,1261,2019
louisville,ACC,20.9,113.4,92.5,67,-0.054,12.91,110.7,97.8,6.1,1257,2019
wofford,SC,20.77,118.5,97.7,65.5,0.06,1.41,105.5,104.1,8.37,1459,2019
mississippi st.,SEC,20.74,117.5,96.7,67.3,-0.027,10.5,110.2,99.7,2.47,1280,2019
kansas,B12,20.65,112.8,92.1,69.9,0.088,13.82,111.4,97.6,10.94,1242,2019
buffalo,MAC,20.33,115,94.6,73.7,0.041,2.79,105.2,102.4,1.56,1138,2019
kansas st.,B12,20.18,108,87.8,63,0.061,10,109.1,99.1,-0.49,1243,2019
maryland,B10,19.93,113.9,94,65.5,0.001,11.02,109.5,98.5,-4.61,1268,2019
nevada,MWC,18.92,114.1,95.2,69.1,0.039,1.36,105.3,103.9,1.98,1305,2019
villanova,BE,18.57,116.9,98.4,63.5,0.017,8,108.4,100.4,3.51,1437,2019
florida,SEC,18.4,110.3,91.9,62.6,-0.072,11.71,110.5,98.8,5.35,1196,2019
marquette,BE,18.24,114.1,95.9,68.5,0.007,7.46,107.5,100,0.74,1266,2019
texas,B12,17.62,114.1,96.5,64.2,-0.105,12.12,110.2,98,5.45,1400,2019
saint mary's,WCC,17.62,114.7,97.1,62.6,-0.033,3.52,106.4,102.8,-0.44,1388,2019
clemson,ACC,17.55,109,91.5,65.9,-0.06,9.44,108.4,99,1.19,1155,2019
cincinnati,Amer,17.06,111.7,94.6,63.1,0.06,4.19,106.3,102.1,-2.65,1153,2019
utah st.,MWC,16.6,113,96.4,67.7,0.007,-0.02,104.3,104.4,1.07,1429,2019
north carolina st.,ACC,16.39,112.5,96.1,70.9,0,6.82,107.1,100.3,-12.03,1301,2019
syracuse,ACC,16.19,110.2,94,66,0.005,9.94,108.6,98.7,0.42,1393,2019
iowa,B10,15.91,117.2,101.3,69.3,0.057,10.5,108.5,98,-6.61,1234,2019
vcu,A10,15.59,104.3,88.7,68.1,0.004,1.05,105,104,3.43,1433,2019
oklahoma,B12,15.48,109.5,94,68.6,0.031,12.56,109.7,97.2,7.79,1328,2019
nebraska,B10,15.46,112.6,97.2,66.2,-0.055,13.26,110,96.7,0.33,1304,2019
penn st.,B10,15.38,109.5,94.2,67.4,-0.102,13.2,110.2,97,4.52,1336,2019
baylor,B12,15.24,113.6,98.3,65.2,-0.032,9.11,107.9,98.8,-4.26,1124,2019
mississippi,SEC,15.16,112.9,97.7,68.3,-0.018,8.75,108.9,100.2,-0.82,1279,2019
oregon,P12,15.15,107.8,92.6,64,-0.039,4.08,107,102.9,0.19,1332,2019
indiana,B10,15.11,110.2,95.1,66.6,-0.039,11.8,109.8,98.1,-0.85,1231,2019
ohio st.,B10,15.03,109.3,94.3,65.6,0.005,11.56,110.2,98.6,-2.69,1326,2019
ucf,Amer,14.6,110.5,95.8,64.7,0.029,3.61,105.2,101.6,-3.41,1416,2019
minnesota,B10,14.42,110.7,96.3,67.4,0.082,12.01,109.9,97.8,-2.78,1278,2019
tcu,B12,14.15,110.4,96.3,68.7,0.014,9.72,108.7,99,-0.8,1395,2019
lipscomb,ASun,13.85,111,97.2,72.9,-0.035,-1.86,102.8,104.6,6.74,1252,2019
belmont,OVC,13.69,115,101.3,71,0.043,-2.63,103.1,105.7,3.62,1125,2019
new mexico st.,WAC,13.52,112.7,99.1,65.5,0.061,-3.59,102.4,106,-2.93,1308,2019
murray st.,OVC,13.48,112.2,98.7,68.9,0.033,-4.65,102.3,106.9,-0.99,1293,2019
washington,P12,13.37,107,93.7,65.8,0.078,4.93,106.8,101.9,3.05,1449,2019
creighton,BE,13.28,112.9,99.6,68.5,-0.037,8.62,109,100.4,5.64,1166,2019
arkansas,SEC,13.03,110.3,97.3,70.2,-0.036,8.66,108.2,99.6,0.54,1116,2019
seton hall,BE,12.74,109.3,96.6,68.8,0.022,9.23,109.3,100.1,4.38,1371,2019
furman,SC,12.68,109,96.3,66.4,0.03,-0.7,105.4,106.1,-2.35,1202,2019
toledo,MAC,12.02,110.1,98.1,67.4,0.047,0.63,104.6,104,-3.9,1405,2019
alabama,SEC,11.55,108.2,96.7,68.6,0.039,11,110.1,99.1,3.84,1104,2019
dayton,A10,11.29,111.9,100.6,64.4,-0.047,1.52,104.3,102.8,1.57,1173,2019
memphis,Amer,11.24,109,97.7,73.9,-0.028,3.42,105.3,101.8,0.18,1272,2019
arizona st.,P12,11.22,109.9,98.6,70.4,0.046,4.81,106.7,101.9,1.79,1113,2019
liberty,ASun,11,110.6,99.6,61.7,0.006,-4.46,101.5,106,-2.82,1251,2019
colorado,P12,10.52,107,96.5,67.6,-0.028,2.12,105.8,103.7,-4.63,1160,2019
xavier,BE,10.28,110.9,100.6,64.7,0.008,7.98,108.8,100.8,1.29,1462,2019
san francisco,WCC,9.89,111.8,101.9,66.3,-0.022,-0.3,104,104.4,-6.51,1362,2019
east tennessee st.,SC,9.87,109.3,99.4,66.8,0.022,-0.41,105.7,106.1,-1.95,1190,2019
missouri,SEC,9.83,106.8,97,64.5,-0.017,9.86,109.7,99.8,0.34,1281,2019
butler,BE,9.75,110.8,101.1,65.8,-0.032,8.31,108.6,100.3,3.86,1139,2019
south carolina,SEC,9.7,108,98.3,70,0.022,10.93,109.5,98.6,2.51,1376,2019
fresno st.,MWC,9.66,108.3,98.6,67.6,-0.011,-1.52,103.6,105.2,-4.86,1201,2019
miami fl,ACC,9.58,110,100.4,66.8,-0.072,8.84,108.3,99.4,-3.14,1274,2019
northwestern,B10,9.49,103,93.5,65.7,-0.111,9.63,108.5,98.8,-5.71,1321,2019
uc irvine,BW,9.49,106.7,97.2,65,0.097,-3.92,102.3,106.3,1.78,1414,2019
rutgers,B10,9.26,105.6,96.3,67.4,-0.02,11.05,109.5,98.5,-4.5,1353,2019
providence,BE,9.18,105,95.8,67.7,-0.018,6.91,108.8,101.9,-2.48,1344,2019
temple,Amer,8.99,108.6,99.6,68.7,0.064,4.14,106,101.8,-0.72,1396,2019
unc greensboro,SC,8.78,106.6,97.9,67.6,0.172,-0.11,105.6,105.8,-2.95,1422,2019
northeastern,CAA,8.75,111.5,102.8,65.9,0.023,-0.8,106.1,106.9,6.83,1318,2019
vermont,AE,8.72,108,99.3,65.2,0.056,-6.03,100.3,106.3,3.51,1436,2019
st. john's,BE,8.59,109.7,101.1,70.4,0.071,5.73,107,101.3,-6.07,1385,2019
yale,Ivy,8.53,111.7,103.2,70.6,0.057,-1.59,102.4,104,-1.84,1463,2019
illinois,B10,8.45,109.1,100.7,70.3,-0.052,12.94,109.8,96.9,3.95,1228,2019
oregon st.,P12,7.91,111.2,103.3,65.5,-0.04,3.21,105.3,102.1,-3.1,1333,2019
davidson,A10,7.81,108,100.2,64.5,0.054,0.94,104.5,103.6,2.23,1172,2019
byu,WCC,7.69,111.7,104.1,70.6,0.027,3.19,106,102.8,0.2,1140,2019
hofstra,CAA,7.69,116.3,108.7,67.3,0.017,-5.08,102.5,107.6,-6.15,1220,2019
usc,P12,7.67,109.3,101.6,69.3,-0.096,3.44,105.3,101.9,-2.13,1425,2019
texas a&m;,SEC,7.58,107,99.5,67.2,-0.021,9.74,109.1,99.3,-0.35,0,2019
oklahoma st.,B12,7.56,108.9,101.4,65.8,-0.01,12.8,110.1,97.3,5.75,1329,2019
notre dame,ACC,7.49,108.3,100.8,65,-0.055,8.51,108,99.5,-5.36,1323,2019
san diego,WCC,7.48,105.5,98.1,66.7,-0.006,3.46,106.1,102.6,0.12,1360,2019
wichita st.,Amer,7.45,106,98.5,67.7,0.029,4.5,105.9,101.4,3.41,1455,2019
south dakota st.,Sum,7.37,112.4,105.1,70.8,-0.034,-5.63,102.4,108,-4.36,1355,2019
georgetown,BE,7.36,109.2,101.9,71.8,0.054,5.91,108,102.1,-4.6,1207,2019
west virginia,B12,7.22,109.1,101.9,70.1,0.016,12.1,109.4,97.3,0.55,1452,2019
pittsburgh,ACC,6.99,105.2,98.2,66.8,-0.094,7.7,107.9,100.2,-8.79,1338,2019
arizona,P12,6.86,105,98.2,66.5,-0.013,5.4,107.6,102.2,3.4,1112,2019
utah valley,WAC,6.78,108.9,102.1,68.6,0.045,-1.98,103.9,105.9,0.1,1430,2019
northern kentucky,Horz,6.67,109.4,102.7,67.8,-0.008,-4.2,103.1,107.3,-2.58,1297,2019
southern miss,CUSA,6.45,106.6,100.2,64.6,-0.014,0.34,103.5,103.1,2.38,1379,2019
georgia southern,SB,6.4,108.5,102.1,72.9,-0.009,1.14,105.3,104.2,4.82,1204,2019
bowling green,MAC,6.19,108.3,102.1,70.3,0.035,1.52,105.3,103.8,-4.67,1132,2019
depaul,BE,6.18,110.7,104.5,69.3,-0.039,5.3,106.8,101.5,-10.85,1177,2019
saint louis,A10,6.17,102.5,96.4,66,0.045,0.25,104,103.8,-1.09,1387,2019
grand canyon,WAC,6.11,108.1,102,67.4,-0.033,-0.78,103.9,104.7,0.18,1213,2019
akron,MAC,6.09,99.9,93.8,65.9,-0.105,1.64,105.5,103.8,-5.28,1103,2019
connecticut,Amer,5.98,108.3,102.4,68.4,-0.07,3.26,105.2,101.9,-5.36,1163,2019
ucla,P12,5.92,108.5,102.6,72.3,0.007,5.45,107.6,102.1,3.81,1417,2019
georgia tech,ACC,5.83,101.8,96,66.6,-0.023,8.9,108,99,-4.71,1210,2019
georgia st.,SB,5.6,108,102.4,69.8,0.126,0.93,104.9,104,4.05,1209,2019
jacksonville st.,OVC,5.6,105.1,99.5,67.4,0.003,-4.17,102.1,106.3,0.19,1240,2019
old dominion,CUSA,5.59,102,96.4,64.2,0.055,-2.37,102,104.3,-5.72,1330,2019
utah,P12,5.4,114.3,108.9,66.1,0.031,4.63,105.8,101.2,-0.46,1428,2019
western kentucky,CUSA,5.33,105,99.7,67.5,0,1.64,104,102.4,5.04,1443,2019
boston college,ACC,5.2,107.6,102.4,67.1,0.019,7.52,107.4,99.8,-6.57,1130,2019
smu,Amer,5.18,112,106.8,64.8,-0.07,2.99,104.9,101.9,-5.47,1374,2019
stanford,P12,5.12,103.4,98.2,69.7,-0.027,4.32,106.6,102.3,1.29,1390,2019
charleston,CAA,5.09,108.5,103.4,65.2,0.019,-3.41,104.9,108.3,0.16,1158,2019
st. bonaventure,A10,5.07,102,96.9,63.7,-0.044,0.05,103.4,103.3,-0.74,1382,2019
south florida,Amer,5.03,102.4,97.3,67,-0.048,-0.21,104.1,104.3,-10.15,1378,2019
san diego st.,MWC,5.01,103.8,98.8,66.4,0.056,1.62,105.3,103.7,-0.98,1361,2019
central michigan,MAC,4.89,110.3,105.5,70.8,0.024,-0.33,103.4,103.7,-9.93,1141,2019
wright st.,Horz,4.73,106.7,102,64.9,-0.04,-1.43,104.9,106.3,3.32,1460,2019
harvard,Ivy,4.42,104.8,100.4,67.2,0.056,1.87,104.8,102.9,3.86,1217,2019
radford,BSth,4.4,108.7,104.3,64.2,-0.007,-1.06,104.3,105.3,7.51,1347,2019
texas st.,SB,4.39,102.1,97.7,64.9,0.034,-2.48,103.5,106,-5.45,1402,2019
drake,MVC,4.34,107.1,102.7,68.9,0.094,-1.19,102.4,103.6,0.79,1179,2019
colgate,Pat,4.28,110.1,105.8,66.3,0.021,-4.23,101.9,106.1,1.17,1159,2019
georgia,SEC,4.22,105.9,101.7,68.2,-0.077,9.29,109.1,99.8,-1.68,1208,2019
tulsa,Amer,4.21,104.7,100.5,68.6,0.04,3.02,105.5,102.5,-2.74,1409,2019
loyola chicago,MVC,4.21,104,99.8,62.4,-0.019,-1.29,102.5,103.8,-1.46,1260,2019
penn,Ivy,4.19,104,99.8,66.6,0.02,0.28,103.4,103.2,0.77,1335,2019
ball st.,MAC,4.1,102.4,98.3,70.1,-0.088,2.12,105,102.9,-0.31,1123,2019
austin peay,OVC,4.06,110.8,106.7,68.8,-0.009,-3.57,103.2,106.7,1.35,1122,2019
northern illinois,MAC,3.89,108.9,105,65.7,-0.071,1.89,104.7,102.8,-2.18,1296,2019
montana,BSky,3.54,107.5,103.9,66.5,0.057,-6.61,102.1,108.7,4.48,1285,2019
loyola marymount,WCC,3.37,103.6,100.3,62.6,0.066,0.09,104.4,104.4,-5.05,1258,2019
boise st.,MWC,3.2,107.2,104,65.3,-0.192,0.45,104,103.5,0.42,1129,2019
louisiana monroe,SB,3.11,112.4,109.3,66.2,-0.054,-1.91,103.2,105.1,-3.9,0,2019
louisiana tech,CUSA,2.97,104.8,101.8,65.2,-0.046,-1.84,102.1,103.9,-3.94,1256,2019
kent st.,MAC,2.86,109.7,106.8,67.2,0.14,1.38,104.4,103,-4.21,1245,2019
rhode island,A10,2.56,103.7,101.2,67.3,0.018,0.88,103.1,102.2,-1.85,1348,2019
samford,SC,2.3,106.7,104.4,68.9,-0.076,-1.58,104.6,106.2,-6,1359,2019
abilene christian,Slnd,2.07,103.7,101.6,65.9,0.087,-9.06,99.7,108.7,-4.52,1101,2019
uab,CUSA,1.87,106.5,104.6,64.8,-0.011,-1.84,101.7,103.6,-4.97,1412,2019
bucknell,Pat,1.86,105.5,103.7,70.4,0.052,-2.83,103.3,106.1,3.09,1137,2019
brown,Ivy,1.84,98.7,96.9,70.7,0.011,-2.58,102.3,104.9,-5.27,1135,2019
miami oh,MAC,1.79,104.8,103,66.1,-0.025,3.59,105.6,102.1,-0.17,1275,2019
southern illinois,MVC,1.73,104.3,102.6,65.6,-0.01,-0.9,103,103.9,0.59,1356,2019
utsa,CUSA,1.71,105.8,104.1,71.9,-0.017,0.9,103.1,102.2,4.36,1427,2019
ut arlington,SB,1.55,101.2,99.7,66,0.038,1.54,105,103.5,5.79,1426,2019
pepperdine,WCC,1.36,106.7,105.4,70.1,-0.057,0.02,104.2,104.1,-6.73,1337,2019
vanderbilt,SEC,0.9,102.1,101.2,67,-0.109,9.74,109.2,99.5,-2.87,1435,2019
eastern michigan,MAC,0.76,103.4,102.7,62.6,-0.006,5.49,107.1,101.7,8.66,1185,2019
george mason,A10,0.61,104.4,103.8,67.5,0.023,-1.29,102.1,103.4,-3.26,1206,2019
north texas,CUSA,0.53,99.6,99.1,65.1,-0.007,-3.66,101,104.7,-9.3,1317,2019
charleston southern,BSth,0.03,101.3,101.3,69.1,-0.092,-3.64,103.2,106.9,4.71,1149,2019
florida atlantic,CUSA,0,99.5,99.5,67.3,-0.039,-1.19,103,104.2,-1.05,1194,2019
unlv,MWC,-0.14,105.9,106.1,67.3,0.014,-1.9,103.1,105,-3.25,1424,2019
marshall,CUSA,-0.14,107.4,107.6,74,0.117,-0.27,102.8,103.1,1.97,1267,2019
coastal carolina,SB,-0.15,104.8,105,69.2,-0.073,-0.98,104.8,105.8,-0.75,1157,2019
nebraska omaha,Sum,-0.31,110,110.3,67.6,0.109,-3.43,103.8,107.2,2.6,1303,2019
bradley,MVC,-0.32,101,101.4,65,0.04,-2.09,102.1,104.2,-3.77,1133,2019
wake forest,ACC,-0.34,104.6,104.9,67.3,0.04,8.79,108.5,99.7,-6.14,1448,2019
ut rio grande valley,WAC,-0.45,99.3,99.8,70,0.021,-1.07,103.2,104.2,-0.87,0,2019
uc santa barbara,BW,-0.75,105.2,105.9,64.4,0.035,-6.93,101.4,108.3,-7.52,1364,2019
stony brook,AE,-0.76,99.2,99.9,68.8,0.075,-7.16,99.9,107.1,-3.1,1392,2019
gardner webb,BSth,-0.77,107.6,108.3,67,0.07,-4.57,102.4,107,-3.64,1205,2019
north florida,ASun,-0.78,103.8,104.6,71.7,0.015,1.83,103.8,102,10.75,1316,2019
lehigh,Pat,-0.78,108.7,109.5,71.3,0.083,-4.05,102.2,106.3,-1.14,1250,2019
missouri st.,MVC,-0.87,103,103.9,65.2,-0.021,-1.48,102.7,104.2,-1.62,1283,2019
duquesne,A10,-0.88,104.4,105.3,69.6,0.055,-2.53,101.8,104.3,-7.21,1182,2019
njit,ASun,-0.92,102.2,103.1,66.4,0.091,-3.73,101.8,105.5,-3.74,1312,2019
sam houston st.,Slnd,-0.92,105.9,106.9,65.9,0.026,-5.82,100.8,106.6,3.81,1358,2019
princeton,Ivy,-1.08,98.7,99.7,67.4,0.101,0.41,104.3,103.9,-0.87,1343,2019
northern iowa,MVC,-1.12,101.2,102.4,64.2,0.004,0.59,103.1,102.5,3.8,1320,2019
louisiana,SB,-1.2,106.6,107.8,71.9,0.085,-1.11,104.4,105.5,-1.22,1418,2019
colorado st.,MWC,-1.2,107.5,108.7,66.8,-0.111,0.23,104.7,104.5,-1.69,1161,2019
winthrop,BSth,-1.25,106.4,107.7,72.5,0.016,-2.84,103.1,105.9,2.15,1457,2019
seattle,WAC,-1.5,100.8,102.3,67.1,-0.028,-4.69,102.2,106.9,-8.97,1370,2019
ohio,MAC,-1.53,98.7,100.2,69,0.062,3.68,106.7,103.1,0.48,1325,2019
new mexico,MWC,-1.61,104,105.6,72.6,-0.028,0.73,104.3,103.6,-0.05,1307,2019
saint joseph's,A10,-1.84,105.2,107,68.3,-0.012,0.78,103.1,102.4,0.64,1386,2019
santa clara,WCC,-1.93,101.8,103.8,66.1,0.059,-0.55,104.2,104.8,-9.4,1365,2019
presbyterian,BSth,-1.97,109.1,111.1,67.5,-0.065,-4.74,102.4,107.2,-0.84,1342,2019
oakland,Horz,-2.03,107.4,109.5,68.4,-0.002,-2.07,104.7,106.8,2.14,1324,2019
campbell,BSth,-2.06,107.8,109.9,65.5,0.023,-4.12,103.2,107.3,-1.82,1144,2019
purdue fort wayne,Sum,-2.22,106.6,108.9,71.4,-0.002,-3.45,104,107.5,0.28,1236,2019
hartford,AE,-2.24,108.4,110.6,66.4,-0.008,-5.1,101.3,106.3,1.05,1216,2019
iupui,Horz,-2.43,103.4,105.8,68.6,-0.066,-3.21,103.7,106.9,-3.58,1237,2019
northern colorado,BSky,-2.46,102.2,104.7,66.3,0.05,-7.86,101.3,109.2,-1.38,1294,2019
mercer,SC,-2.55,103.6,106.2,66.6,-0.113,1.88,106.2,104.3,1.52,1273,2019
cal baptist,WAC,-2.6,106.7,109.3,67.7,-0.054,-3.05,102.5,105.6,-5.57,1465,2019
hampton,BSth,-2.6,107.5,110.1,70.7,-0.109,-4.36,102.7,107,-1.77,1214,2019
hawaii,BW,-3,103.6,106.6,66.1,-0.005,-5.87,100.9,106.7,-5.08,1218,2019
american,Pat,-3.12,101.9,105,66.3,-0.119,-7.36,100.5,107.8,-10.45,1110,2019
illinois chicago,Horz,-3.13,100.5,103.6,69.8,-0.002,-2.3,104.5,106.8,0.66,0,2019
iona,MAAC,-3.14,106.5,109.7,70.4,-0.025,-6.69,100.1,106.8,0.82,1233,2019
north dakota st.,Sum,-3.14,106.7,109.8,64.7,0.052,-3.02,104.7,107.7,3.73,1295,2019
fiu,CUSA,-3.21,102,105.2,77.3,0.104,-1.21,101.8,103,-2.15,1198,2019
richmond,A10,-3.31,106.8,110.1,65.7,-0.088,-2.75,101.2,104,-7.88,1350,2019
cal st. fullerton,BW,-3.4,99,102.4,69.6,0.01,-0.99,103.6,104.6,7.24,1168,2019
illinois st.,MVC,-3.46,101.2,104.6,66.5,0.084,-0.31,103,103.3,1.28,1229,2019
green bay,Horz,-3.51,103,106.5,73.4,0.084,-0.29,105.4,105.7,7.62,1453,2019
appalachian st.,SB,-3.62,106,109.6,71.4,-0.083,1.21,105.2,104,5.15,1111,2019
fairleigh dickinson,NEC,-3.79,106.7,110.5,66.6,0.019,-8.45,99,107.5,-1.57,1192,2019
indiana st.,MVC,-4.09,101.1,105.2,68.7,0.026,0.11,102.6,102.5,2.98,1232,2019
washington st.,P12,-4.31,106,110.3,70.4,-0.059,1.4,105,103.6,-10.26,1450,2019
south alabama,SB,-4.48,103.1,107.5,66.1,0.012,-3.36,102.7,106.1,-7.88,1375,2019
florida gulf coast,ASun,-4.5,101.4,105.9,67.7,-0.003,-0.64,103.5,104.1,4.15,1195,2019
rider,MAAC,-4.51,101.3,105.8,73.7,-0.032,-6.88,100.5,107.4,0.02,1351,2019
pacific,WCC,-4.53,99.8,104.3,64.8,0.045,1.7,105.9,104.2,-3.34,1334,2019
columbia,Ivy,-4.55,101.8,106.3,67.4,-0.06,-1.01,103,104.1,-3.38,1162,2019
texas southern,SWAC,-4.59,104,108.6,74.4,0.056,-8.34,98.3,106.6,12.35,1411,2019
lamar,Slnd,-4.61,103.1,107.7,68.1,0.009,-7.36,100.6,107.9,1.89,1249,2019
william & mary,CAA,-4.63,103.4,108.1,68.4,0.029,-1.87,105.8,107.6,3.06,1456,2019
prairie view a&m;,SWAC,-4.65,101.7,106.4,70.8,0.061,-8.17,98.4,106.6,6.52,0,2019
dartmouth,Ivy,-4.73,103.3,108,65.6,-0.109,-1.79,102.6,104.3,-5.14,1171,2019
valparaiso,MVC,-4.89,98.1,102.9,65,0.003,-1.73,102,103.7,-3.3,1434,2019
